label	group	precision	recall
8	5	0.94210	0.2621
9	5	0.92881	0.8507
5	5	0.91125	0.9991
7	5	0.90938	0.9993
6	5	0.90026	0.9995
1	5	0.89020	0.9997
0	5	0.88576	0.9998
4	5	0.87632	1.0000
3	5	0.86681	1.0000
2	5	0.86396	1.0000
2	8	0.31163	0.0521
6	8	0.15108	0.1007
3	8	0.09619	0.1172
9	8	0.02820	0.8234
8	8	0.02409	0.9977
7	8	0.02404	0.9979
0	8	0.02390	0.9983
4	8	0.02360	0.9986
5	8	0.01991	0.9999
1	8	0.01969	1.0000
1	4	0.20781	0.0639
3	4	0.18529	0.1128
5	4	0.06782	0.3349
9	4	0.04919	0.9951
6	4	0.04862	0.9969
7	4	0.04849	0.9972
4	4	0.04788	0.9986
2	4	0.04767	0.9987
0	4	0.04737	0.9988
8	4	0.03602	1.0000
6	9	0.38298	0.6148
0	9	0.31801	0.7668
4	9	0.21549	0.8937
3	9	0.16338	0.9674
2	9	0.15105	0.9756
7	9	0.14351	0.9763
1	9	0.11341	0.9766
8	9	0.02055	0.9837
5	9	0.01346	0.9874
9	9	0.00612	1.0000
3	3	0.22829	0.0767
1	3	0.18269	0.1240
5	3	0.12704	0.6989
2	3	0.12600	0.7060
8	3	0.07647	0.9970
6	3	0.07487	0.9989
7	3	0.07452	0.9991
4	3	0.07274	0.9991
0	3	0.07194	0.9992
9	3	0.03233	1.0000
4	6	0.66937	0.4486
6	6	0.50856	0.6559
0	6	0.41576	0.6655
7	6	0.38527	0.6678
2	6	0.34509	0.6698
9	6	0.02603	0.9545
3	6	0.02567	0.9592
8	6	0.01876	0.9849
5	6	0.01603	0.9996
1	6	0.01586	1.0000
7	0	0.52201	0.1329
3	0	0.45819	0.7192
1	0	0.32807	0.9549
0	0	0.27543	0.9663
4	0	0.20192	0.9683
5	0	0.04203	0.9952
6	0	0.04005	0.9958
8	0	0.01849	0.9980
2	0	0.01836	0.9980
9	0	0.00826	1.0000
2	1	0.58882	0.4596
0	1	0.40443	0.7889
6	1	0.19249	0.8240
4	1	0.12406	0.8438
3	1	0.09201	0.8628
7	1	0.08750	0.8642
8	1	0.01479	0.9892
5	1	0.00955	0.9920
9	1	0.00426	0.9999
1	1	0.00422	1.0000
1	2	0.45858	0.6221
4	2	0.34701	0.9225
3	2	0.24155	0.9635
2	2	0.21962	0.9645
5	2	0.04224	0.9923
7	2	0.04179	0.9925
0	2	0.04077	0.9928
9	2	0.01087	0.9978
8	2	0.00825	0.9999
6	2	0.00817	1.0000
0	7	0.46429	0.4268
7	7	0.43811	0.5743
6	7	0.26289	0.8260
3	7	0.17711	0.9148
5	7	0.02896	0.9912
4	7	0.02743	0.9929
1	7	0.02596	0.9935
8	7	0.01201	0.9972
2	7	0.01192	0.9973
9	7	0.00537	1.0000
