# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	51665077	47798089	23950644	92173326	81665511	147349004	21107560	57659397	324475973	349816776	591	1197661948
1	1434374	4243549	1199384	3887719	6156449	12659569	7295293	6588224	4847191	1265620	80	49577452
2	21595981	6703932	5925320	53388800	10863786	12682536	1485152	12594858	23490675	7927916	123	156659079
3	3163668	15343132	4672230	6315050	9693713	4920580	1700393	5693652	17164734	11194983	26	79862161
4	523662	3815370	920776	1053810	10218654	1981640	9168032	5031742	7031708	2019522	38	41764954
5	1556189	3389907	1193176	2798528	3503084	8139122	2371574	11725917	3198698	2165276	0	40041471
6	45656737	47626069	26560240	86888754	104464474	67985924	25412840	96046658	116958248	366784501	968	984385413
7	14672606	16981557	10155375	39218895	45139300	28866773	11162671	28424505	17527568	13350618	108	225499976
8	593884	2534532	1330804	1826538	1194220	1430668	4203158	2443013	3213468	564888	0	19335173
9	5730026	7282858	5383812	6201243	23439665	20439537	5389463	8925948	3006088	7166584	94	92965318
