label	group	precision	recall
5	9	0.1264	0.0691
9	9	0.1148	0.2486
0	9	0.1103	0.2972
4	9	0.1059	0.3617
7	9	0.1018	0.4080
6	9	0.0960	0.4834
2	9	0.0825	0.9483
3	9	0.0806	0.9736
1	9	0.0791	0.9911
8	9	0.0782	1.0000
3	8	0.3532	0.1635
4	8	0.2557	0.2642
9	8	0.1802	0.4177
1	8	0.1691	0.4524
0	8	0.1586	0.4911
7	8	0.1490	0.5314
2	8	0.1051	0.9133
5	8	0.1030	0.9402
6	8	0.0996	0.9900
8	8	0.0985	1.0000
4	7	0.2772	0.1605
0	7	0.2192	0.2203
6	7	0.1703	0.3120
7	7	0.1575	0.3638
3	7	0.1471	0.4090
1	7	0.1403	0.4409
2	7	0.1055	0.8800
5	7	0.1039	0.9131
9	7	0.0983	0.9920
8	7	0.0970	1.0000
1	6	0.2211	0.1531
8	6	0.1957	0.2170
6	6	0.1405	0.3774
7	6	0.1188	0.4276
0	6	0.1064	0.4695
5	6	0.0965	0.5066
3	6	0.0884	0.5434
4	6	0.0809	0.5869
9	6	0.0693	0.6754
2	6	0.0509	1.0000
1	5	0.3424	0.1332
7	5	0.2523	0.2275
6	5	0.2178	0.3895
4	5	0.1853	0.4462
5	5	0.1686	0.4856
9	5	0.1380	0.5904
3	5	0.1309	0.6260
0	5	0.1251	0.6555
2	5	0.0915	0.9897
8	5	0.0905	1.0000
0	4	0.2578	0.2059
8	4	0.2446	0.2953
5	4	0.1834	0.3727
3	4	0.1496	0.4356
6	4	0.1153	0.5143
4	4	0.1008	0.5591
2	4	0.0579	0.8851
9	4	0.0543	0.9634
1	4	0.0534	0.9837
7	4	0.0518	1.0000
8	3	0.3287	0.0639
5	3	0.3267	0.1917
0	3	0.2684	0.2594
2	3	0.1403	0.7857
7	3	0.1366	0.8231
4	3	0.1313	0.8590
6	3	0.1250	0.9100
3	3	0.1218	0.9374
1	3	0.1190	0.9545
9	3	0.1089	1.0000
9	2	0.2427	0.2957
6	2	0.2382	0.4741
4	2	0.2142	0.5422
8	2	0.2074	0.5673
0	2	0.1919	0.6014
3	2	0.1788	0.6388
2	2	0.1117	0.9414
7	2	0.1091	0.9679
5	2	0.1066	0.9904
1	2	0.1039	1.0000
2	1	0.3700	0.8652
5	1	0.3492	0.8855
6	1	0.3161	0.9191
1	1	0.3024	0.9287
9	1	0.2634	0.9634
7	1	0.2521	0.9760
3	1	0.2413	0.9851
4	1	0.2294	0.9962
0	1	0.2203	0.9993
8	1	0.2158	1.0000
7	0	0.2649	0.1175
9	0	0.2362	0.3907
3	0	0.2141	0.4473
2	0	0.1324	0.9155
4	0	0.1262	0.9402
1	0	0.1225	0.9544
5	0	0.1180	0.9675
6	0	0.1104	0.9895
0	0	0.1066	0.9982
8	0	0.1046	1.0000
