label	group	precision	recall
5	9	0.4498	0.9991
3	9	0.4337	0.9995
4	9	0.4171	0.9998
8	9	0.4085	0.9999
6	9	0.4019	1.0000
7	9	0.3997	1.0000
0	9	0.3963	1.0000
2	9	0.3930	1.0000
1	9	0.3914	1.0000
9	9	0.3890	1.0000
0	8	0.6826	0.0395
2	8	0.6441	0.0741
3	8	0.4989	0.1704
4	8	0.4095	0.2432
8	8	0.3660	0.2678
6	8	0.3370	0.2840
7	8	0.3278	0.2886
5	8	0.1439	0.9978
9	8	0.1433	0.9993
1	8	0.1428	1.0000
5	7	0.0287	0.9558
4	7	0.0283	0.9830
8	7	0.0279	0.9903
6	7	0.0275	0.9933
3	7	0.0268	0.9992
7	7	0.0266	0.9996
1	7	0.0265	0.9997
0	7	0.0263	0.9999
2	7	0.0261	1.0000
9	7	0.0259	1.0000
3	6	0.0469	0.0406
5	6	0.0405	0.9710
8	6	0.0401	0.9825
4	6	0.0390	0.9937
6	6	0.0385	0.9970
1	6	0.0384	0.9978
9	6	0.0382	0.9987
7	6	0.0380	0.9992
2	6	0.0377	0.9996
0	6	0.0374	1.0000
9	5	0.3677	0.0251
3	5	0.2763	0.1185
8	5	0.2593	0.1682
1	5	0.2531	0.1761
6	5	0.2206	0.1926
4	5	0.1799	0.2294
5	5	0.0907	0.9904
7	5	0.0906	0.9944
0	5	0.0901	0.9975
2	5	0.0896	1.0000
7	4	0.6328	0.1017
9	4	0.4504	0.1549
1	4	0.3913	0.1840
0	4	0.3141	0.2253
6	4	0.2490	0.2969
8	4	0.1919	0.3418
3	4	0.1394	0.3832
4	4	0.1075	0.4114
2	4	0.1025	0.4175
5	4	0.0334	1.0000
3	3	0.1071	0.0555
5	3	0.0664	0.9538
0	3	0.0662	0.9600
4	3	0.0653	0.9833
8	3	0.0645	0.9927
6	3	0.0638	0.9973
7	3	0.0635	0.9987
2	3	0.0631	0.9999
1	3	0.0628	0.9999
9	3	0.0624	1.0000
1	2	0.3258	0.0427
2	2	0.3210	0.1236
9	2	0.3096	0.1781
4	2	0.1526	0.2587
6	2	0.1297	0.2838
3	2	0.1033	0.3300
0	2	0.0989	0.3413
8	2	0.0901	0.3660
7	2	0.0875	0.3700
5	2	0.0322	1.0000
6	1	0.4788	0.0563
8	1	0.4035	0.1064
4	1	0.3723	0.1977
1	1	0.3647	0.2051
7	1	0.3489	0.2101
5	1	0.1404	0.9843
3	1	0.1375	0.9974
0	1	0.1366	0.9987
9	1	0.1358	0.9993
2	1	0.1348	1.0000
4	0	0.1054	0.0722
8	0	0.0936	0.0992
5	0	0.0559	0.9777
6	0	0.0557	0.9922
3	0	0.0542	0.9986
1	0	0.0540	0.9991
7	0	0.0537	0.9996
0	0	0.0533	0.9998
2	0	0.0529	0.9999
9	0	0.0526	1.0000
