label	group	precision	recall
5	9	0.03157	0.389
7	9	0.02586	0.741
0	9	0.02121	0.931
9	9	0.01846	0.973
8	9	0.01714	0.981
6	9	0.01463	0.995
3	9	0.01372	0.999
2	9	0.01323	1.000
4	9	0.01279	1.000
1	9	0.01131	1.000
5	8	0.12797	0.264
0	8	0.10904	0.504
9	8	0.10446	0.637
8	8	0.10082	0.691
7	8	0.08992	0.862
3	8	0.08648	0.898
6	8	0.07982	0.972
2	8	0.07821	0.989
4	8	0.07613	0.996
1	8	0.06759	1.000
1	7	0.99534	0.151
2	7	0.98292	0.191
4	7	0.97237	0.226
3	7	0.95809	0.291
9	7	0.91764	0.399
8	7	0.90118	0.453
6	7	0.87067	0.577
0	7	0.83420	0.742
7	7	0.78809	0.892
5	7	0.76023	1.000
5	6	0.01352	0.524
7	6	0.00947	0.854
6	6	0.00736	0.911
0	6	0.00573	0.984
8	6	0.00534	0.994
4	6	0.00513	0.997
9	6	0.00450	0.999
3	6	0.00422	1.000
2	6	0.00407	1.000
1	6	0.00360	1.000
7	5	0.06532	0.408
5	5	0.05540	0.608
6	5	0.04967	0.749
9	5	0.04533	0.837
8	5	0.04362	0.881
0	5	0.03725	0.971
2	5	0.03621	0.983
4	5	0.03518	0.990
3	5	0.03331	0.998
1	5	0.02951	1.000
7	4	0.10198	0.307
6	4	0.09544	0.476
0	4	0.09134	0.713
5	4	0.08503	0.857
8	4	0.08334	0.910
4	4	0.08149	0.929
3	4	0.07764	0.954
9	4	0.07135	0.993
2	4	0.06909	0.997
1	4	0.06127	1.000
0	3	0.01527	0.514
7	3	0.01173	0.817
5	3	0.01002	0.971
8	3	0.00913	0.976
3	3	0.00835	0.981
6	3	0.00702	0.991
9	3	0.00622	0.999
2	3	0.00599	1.000
4	3	0.00580	1.000
1	3	0.00513	1.000
7	2	0.04908	0.750
6	2	0.03330	0.842
5	2	0.02574	0.948
0	2	0.01920	0.981
8	2	0.01789	0.991
4	2	0.01718	0.994
9	2	0.01511	0.998
3	2	0.01416	0.999
2	2	0.01366	1.000
1	2	0.01208	1.000
5	1	0.08476	0.320
7	1	0.06812	0.597
6	1	0.06292	0.758
8	1	0.06000	0.807
9	1	0.05458	0.881
0	1	0.04686	0.975
4	1	0.04576	0.989
2	1	0.04419	0.993
3	1	0.04172	0.999
1	1	0.03694	1.000
5	0	0.03329	0.376
0	0	0.02995	0.757
7	0	0.02256	0.907
3	0	0.02082	0.928
8	0	0.01939	0.946
6	0	0.01667	0.976
9	0	0.01497	0.997
4	0	0.01447	0.999
2	0	0.01396	1.000
1	0	0.01235	1.000
