label	group	precision	recall
2	9	0.1305	0.0596
7	9	0.1293	0.1439
9	9	0.1285	0.1779
3	9	0.1276	0.2064
6	9	0.1220	0.5474
1	9	0.1219	0.5645
4	9	0.1218	0.5786
0	9	0.1191	0.9819
5	9	0.1190	0.9944
8	9	0.1188	1.0000
8	8	0.1950	0.0402
5	8	0.1511	0.0957
4	8	0.1318	0.1423
1	8	0.1180	0.1899
9	8	0.0912	0.2371
3	8	0.0782	0.2700
6	8	0.0402	0.5608
0	8	0.0338	0.9045
7	8	0.0330	0.9616
2	8	0.0324	1.0000
3	7	0.1169	0.0349
2	7	0.1154	0.1021
7	7	0.1138	0.1966
9	7	0.1133	0.2352
4	7	0.1130	0.2522
1	7	0.1125	0.2719
5	7	0.1120	0.2876
8	7	0.1116	0.2945
6	7	0.0991	0.6264
0	7	0.0926	1.0000
0	6	0.0959	0.4769
6	6	0.0921	0.8346
7	6	0.0891	0.8909
2	6	0.0873	0.9299
9	6	0.0863	0.9522
4	6	0.0858	0.9618
1	6	0.0852	0.9729
3	6	0.0842	0.9893
5	6	0.0837	0.9968
8	6	0.0834	1.0000
2	5	0.0979	0.0581
7	5	0.0958	0.1386
9	5	0.0952	0.1713
6	5	0.0933	0.5158
3	5	0.0932	0.5432
0	5	0.0919	0.9532
4	5	0.0918	0.9668
1	5	0.0917	0.9828
5	5	0.0915	0.9947
8	5	0.0914	1.0000
3	4	0.1742	0.0488
5	4	0.1712	0.0720
8	4	0.1694	0.0827
4	4	0.1609	0.1022
9	4	0.1509	0.1450
7	4	0.1418	0.2484
1	4	0.1407	0.2710
2	4	0.1383	0.3423
6	4	0.1110	0.6582
0	4	0.0987	1.0000
0	3	0.1227	0.4366
6	3	0.1221	0.7917
7	3	0.1208	0.8640
2	3	0.1199	0.9132
9	3	0.1192	0.9410
1	3	0.1188	0.9551
3	3	0.1179	0.9760
4	3	0.1174	0.9864
5	3	0.1168	0.9958
8	3	0.1165	1.0000
0	2	0.0648	0.4657
6	2	0.0632	0.8267
7	2	0.0615	0.8874
2	2	0.0604	0.9290
9	2	0.0598	0.9527
1	2	0.0594	0.9643
3	2	0.0587	0.9808
4	2	0.0583	0.9894
5	2	0.0579	0.9968
8	2	0.0577	1.0000
0	1	0.2096	0.4614
6	1	0.1994	0.7995
4	1	0.1987	0.8122
7	1	0.1953	0.8791
2	1	0.1931	0.9249
9	1	0.1918	0.9512
1	1	0.1910	0.9646
3	1	0.1897	0.9860
5	1	0.1889	0.9957
8	1	0.1884	1.0000
3	0	0.1393	0.0323
7	0	0.1373	0.1218
9	0	0.1371	0.1587
2	0	0.1366	0.2202
1	0	0.1364	0.2396
5	0	0.1359	0.2544
6	0	0.1276	0.6038
8	0	0.1275	0.6105
4	0	0.1272	0.6243
0	0	0.1192	1.0000
