# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	3428750	5910010	3661590	6324310	798650	10877522	29327262	1891460	8545344	9615241	0	80380139
1	37781879	22827707	4652471	5072420	1185440	8983282	3107700	6850130	12733850	8924070	0	112118949
2	50705789	86623951	15273365	58771805	12893025	48217964	39897860	35109335	70357549	1032886707	425	1450737775
3	933610	11340850	1186200	4603690	43235151	3140270	565040	389840	9350190	3287190	0	78032031
4	6519140	16202967	17814964	21128620	6753654	15614096	4110370	3395390	213127274	11651340	36	316317851
5	4965350	10019503	24432483	825740	7508199	41937084	1685720	803300	3738170	4807558	0	100723107
6	27942160	207435836	13707162	8644420	14101730	17226340	4762211	4618110	26362540	19191805	42	343992356
7	4091070	10346761	9624987	6681070	6883871	96849045	14057777	2763090	19493560	8565170	0	179356401
8	9027760	5671520	1008640	8720260	493310	4115930	3535510	14537274	6636210	9715030	0	63461444
9	6216640	12471530	1414600	59298029	2530130	11561260	6791060	4429280	41493438	13461320	0	159667287
