# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	12093030	799942	545605	689844	3162935	1052924	9995287	6705184	1625490	2768429	221	39438891
1	7833680	733837	492397	610406	2646475	937776	7663955	5320690	1322506	2255384	100	29817206
2	4437692	89732	64872	72453	362305	134982	2629363	1457130	173625	279887	0	9702041
3	19935641	2823834	1771231	2232650	8891684	3183316	19381021	14176383	4414223	7963438	495	84773916
4	3357235	257261	164128	209330	848388	305756	3406374	1735404	428009	780378	0	11492263
5	8519254	907630	568342	697828	2807866	1052710	8812404	6227365	1360543	2360583	156	33314681
6	16042440	1824643	1220755	1495486	6381996	2314957	16068881	12386121	3174450	5401110	158	66310997
7	29602953	4560341	2824926	3424760	13580011	5091978	28949029	22439991	6620701	11533534	430	128628654
8	5735710	152397	108237	132287	605244	219419	2644690	1465764	307493	508819	67	11880127
9	371611621	297793287	70964927	85216650	271505090	119974084	483063793	402006755	119421605	245822592	2049211	2469429615
