# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	2802467	5827830	2534350	4743754	24566600	7070810	6493970	38131332	4694680	14137700	31	111003524
1	10057121	18256497	3803700	8334021	5560170	59848690	7358876	33043953	27468528	14008765	0	187740321
2	19235326	14602210	15995400	45431583	79244191	32906447	8342452	24932058	97680427	573422738	258	911793090
3	29580923	5602240	14331635	25193733	24676949	21959470	1431730	6625783	56328765	16106502	0	201837730
4	4100460	18354120	4465170	11421630	83144972	9586980	8574758	17685896	63552276	35646219	0	256532481
5	17679430	14466040	8953376	123694667	30852751	27467779	4475970	35859763	16863330	17316224	0	297629330
6	35964163	5375621	4066400	34589050	8899168	7671277	1206800	45962911	56332243	21215800	0	221283433
7	1361780	4630130	7113940	3390290	17991455	4070160	43707425	7126620	10492413	4189810	0	104074023
8	19509664	12292790	7932340	30849525	16465610	128469800	6592815	17336130	175895348	48033622	31	463377675
9	6300870	56311517	12095450	6104410	4936990	7403940	1111340	8429468	11606341	18179304	0	132479630
