label	group	precision	recall
2	9	0.6289	0.752
4	9	0.5213	0.799
9	9	0.4822	0.823
0	9	0.4543	0.841
8	9	0.3677	0.904
6	9	0.3390	0.932
3	9	0.3162	0.953
1	9	0.2980	0.972
5	9	0.2723	0.995
7	9	0.2640	1.000
8	8	0.3796	0.338
3	8	0.3491	0.446
6	8	0.3255	0.554
4	8	0.3080	0.676
1	8	0.2852	0.729
2	8	0.2128	0.916
7	8	0.2079	0.936
9	8	0.2014	0.959
5	8	0.1859	0.991
0	8	0.1804	1.000
0	7	0.3435	0.162
6	7	0.2531	0.358
1	7	0.2253	0.498
5	7	0.1871	0.651
4	7	0.1589	0.726
7	7	0.1509	0.756
9	7	0.1421	0.792
8	7	0.1147	0.866
3	7	0.1064	0.894
2	7	0.0814	1.000
7	6	0.4200	0.489
0	6	0.2334	0.562
1	6	0.1429	0.645
4	6	0.1003	0.741
5	6	0.0738	0.791
8	6	0.0544	0.865
2	6	0.0367	0.958
9	6	0.0352	0.970
3	6	0.0330	0.986
6	6	0.0309	1.000
1	5	0.3188	0.195
8	5	0.2892	0.615
3	5	0.2465	0.686
5	5	0.2066	0.776
0	5	0.1941	0.799
9	5	0.1809	0.823
7	5	0.1711	0.836
4	5	0.1515	0.868
2	5	0.1121	0.975
6	5	0.1061	1.000
4	4	0.3241	0.281
0	4	0.2931	0.363
7	4	0.2665	0.424
3	4	0.2233	0.507
5	4	0.1866	0.612
2	4	0.1383	0.879
6	4	0.1280	0.909
9	4	0.1226	0.926
8	4	0.1077	0.981
1	4	0.1026	1.000
5	3	0.4156	0.421
6	3	0.3050	0.539
3	3	0.2546	0.625
8	3	0.1810	0.730
2	3	0.1239	0.884
9	3	0.1193	0.905
4	3	0.1116	0.944
1	3	0.1069	0.972
0	3	0.1043	0.988
7	3	0.1017	1.000
9	2	0.0913	0.149
3	2	0.0790	0.325
7	2	0.0765	0.413
5	2	0.0577	0.523
0	2	0.0532	0.554
1	2	0.0472	0.601
6	2	0.0421	0.651
2	2	0.0318	0.847
4	2	0.0303	0.902
8	2	0.0282	1.000
9	1	0.4251	0.362
1	1	0.2329	0.479
4	1	0.1611	0.597
0	1	0.1436	0.634
5	1	0.1149	0.727
7	1	0.1082	0.757
3	1	0.0956	0.793
8	1	0.0774	0.872
6	1	0.0714	0.906
2	1	0.0539	1.000
6	0	0.1625	0.245
3	0	0.1549	0.447
5	0	0.1155	0.568
1	0	0.1027	0.636
9	0	0.0957	0.679
8	0	0.0792	0.812
0	0	0.0755	0.832
2	0	0.0558	0.963
4	0	0.0522	0.991
7	0	0.0508	1.000
