# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	1789660	1527011	9551739	39653098	1914293	201105478	7293194	4882700	35000258	690065	0	303407496
1	3139474	582835	20497396	48943097	1429154	393451866	25624685	11442179	114676234	6446754	0	626233674
2	3045299	6347142	10784496	23253095	1730737	128963221	56752024	42796377	23465513	4289058	0	301426962
3	6743406	1606396	17885139	95595797	15234021	55894723	19272629	23257497	63378059	17123061	0	315990728
4	11055199	12494209	9629394	20037129	8050675	28495428	10428882	17931739	9517680	22665444	0	150305779
5	10832996	2452811	14275815	31841739	30396766	66696433	51069806	17263260	35248941	2560341	0	262638908
6	4119687	6422535	5544541	10786770	22772457	27203719	22760971	17879866	27704102	2369234	0	147563882
7	8568109	19967095	39986483	49355999	5271711	67959638	31831230	20533143	35142796	2919644	0	281535848
8	16700142	8081260	38670762	48810614	1735243	92742277	16601847	26741066	32585087	3048935	0	285717233
9	18194921	1440914	9840437	32689894	6522450	76882562	21409221	40732495	15058397	3996028	0	226767319
