label	group	precision	recall
1	5	0.2553	0.0413
9	5	0.2322	0.1080
5	5	0.2259	0.1346
7	5	0.1718	0.2288
0	5	0.1354	0.7096
2	5	0.1306	0.7510
8	5	0.1300	0.7556
6	5	0.1083	0.9775
3	5	0.1070	0.9935
4	5	0.1061	1.0000
8	2	0.0688	0.0164
3	2	0.0605	0.0738
9	2	0.0593	0.1401
7	2	0.0516	0.2650
2	2	0.0478	0.3379
5	2	0.0467	0.3526
6	2	0.0345	0.6793
1	2	0.0342	0.6940
4	2	0.0339	0.7054
0	2	0.0282	1.0000
9	4	0.2521	0.0791
4	4	0.2498	0.1136
7	4	0.2187	0.2659
1	4	0.2073	0.2867
3	4	0.1933	0.3194
6	4	0.1351	0.6719
5	4	0.1338	0.6837
2	4	0.1278	0.7204
0	4	0.1029	0.9960
8	4	0.1026	1.0000
6	9	0.3726	0.4812
0	9	0.3284	0.9401
3	9	0.3218	0.9548
9	9	0.3121	0.9642
7	9	0.2900	0.9817
5	9	0.2864	0.9845
2	9	0.2731	0.9949
4	9	0.2698	0.9976
8	9	0.2681	0.9983
1	9	0.2640	1.0000
5	7	0.2928	0.0499
1	7	0.2044	0.0779
8	7	0.1905	0.0883
7	7	0.1471	0.2092
4	7	0.1441	0.2306
6	7	0.1104	0.6390
9	7	0.1095	0.6770
2	7	0.1067	0.7306
3	7	0.1050	0.7548
0	7	0.0814	1.0000
4	6	0.2195	0.1027
8	6	0.2188	0.1497
1	6	0.1867	0.2314
5	6	0.1529	0.2580
9	6	0.1167	0.3184
7	6	0.0844	0.4434
6	6	0.0447	0.7279
3	6	0.0435	0.7470
0	6	0.0322	0.9834
2	6	0.0309	1.0000
3	1	0.1921	0.0985
8	1	0.1802	0.1148
4	1	0.1539	0.1393
1	1	0.1361	0.1666
5	1	0.1272	0.1883
9	1	0.1132	0.2351
7	1	0.0976	0.3442
6	1	0.0660	0.6500
2	1	0.0639	0.6930
0	1	0.0539	1.0000
2	3	0.3408	0.1817
7	3	0.2423	0.3153
8	3	0.2352	0.3215
6	3	0.1308	0.6173
3	3	0.1280	0.6388
1	3	0.1264	0.6520
0	3	0.1046	0.9658
5	3	0.1041	0.9753
9	3	0.1028	0.9964
4	3	0.1017	1.0000
2	0	0.1379	0.1473
7	0	0.0949	0.2474
9	0	0.0884	0.2865
6	0	0.0601	0.5980
0	0	0.0524	0.9504
3	0	0.0521	0.9720
5	0	0.0519	0.9826
8	0	0.0517	0.9866
1	0	0.0513	0.9964
4	0	0.0508	1.0000
0	8	0.2709	0.6229
3	8	0.2674	0.6558
4	8	0.2643	0.6693
8	8	0.2629	0.6755
2	8	0.2510	0.7206
6	8	0.1985	0.9451
1	8	0.1966	0.9544
5	8	0.1948	0.9606
7	8	0.1853	0.9942
9	8	0.1804	1.0000
