label	group	precision	recall
4	9	0.2293	0.1357
7	9	0.1437	0.2849
1	9	0.1375	0.3250
6	9	0.1109	0.4439
8	9	0.0922	0.5936
0	9	0.0894	0.6230
9	9	0.0875	0.6454
3	9	0.0747	0.7376
5	9	0.0572	0.9707
2	9	0.0553	1.0000
0	8	0.1849	0.0713
2	8	0.1502	0.1795
3	8	0.1107	0.3355
6	8	0.1003	0.4251
8	8	0.0914	0.5509
7	8	0.0875	0.6176
5	8	0.0771	0.9462
4	8	0.0765	0.9726
9	8	0.0759	0.9876
1	8	0.0752	1.0000
9	7	0.0892	0.0324
0	7	0.0848	0.0701
3	7	0.0763	0.2313
5	7	0.0729	0.6775
6	7	0.0714	0.7674
7	7	0.0700	0.8379
2	7	0.0684	0.8856
8	7	0.0650	0.9811
1	7	0.0641	0.9888
4	7	0.0627	1.0000
6	6	0.1653	0.1763
0	6	0.1587	0.2235
7	6	0.1425	0.3299
4	6	0.1353	0.3653
3	6	0.1166	0.5045
8	6	0.1069	0.6324
2	6	0.1035	0.6862
9	6	0.1020	0.7036
5	6	0.0858	0.9888
1	6	0.0850	1.0000
7	5	0.1738	0.1063
1	5	0.1695	0.1320
2	5	0.1619	0.2043
0	5	0.1593	0.2378
5	5	0.1454	0.6707
6	5	0.1438	0.7669
8	5	0.1383	0.8860
9	5	0.1369	0.9015
3	5	0.1294	0.9941
4	5	0.1259	1.0000
4	4	0.2884	0.0989
6	4	0.1544	0.1996
7	4	0.1345	0.2823
3	4	0.1202	0.4260
2	4	0.1169	0.4891
0	4	0.1152	0.5168
5	4	0.1009	0.8671
8	4	0.0975	0.9765
9	4	0.0967	0.9907
1	4	0.0955	1.0000
9	3	0.3292	0.1593
1	3	0.2606	0.2424
0	3	0.1962	0.3035
4	3	0.1605	0.3599
3	3	0.0986	0.5107
7	3	0.0856	0.5832
2	3	0.0785	0.6361
6	3	0.0689	0.6909
5	3	0.0501	0.9215
8	3	0.0471	1.0000
1	2	0.2411	0.0389
5	2	0.1718	0.5459
2	2	0.1705	0.6216
8	2	0.1655	0.7750
3	2	0.1539	0.8842
6	2	0.1484	0.9556
7	2	0.1397	0.9825
0	2	0.1367	0.9917
9	2	0.1339	0.9951
4	2	0.1302	1.0000
8	1	0.2113	0.2039
5	1	0.1978	0.7459
3	1	0.1778	0.8463
2	1	0.1710	0.8884
7	1	0.1636	0.9400
6	1	0.1541	0.9851
0	1	0.1500	0.9904
4	1	0.1456	0.9950
9	1	0.1426	0.9982
1	1	0.1399	1.0000
3	0	0.2800	0.2112
9	0	0.2728	0.2396
7	0	0.2469	0.3207
6	0	0.2299	0.4124
8	0	0.2121	0.5368
2	0	0.2069	0.5924
4	0	0.2045	0.6220
5	0	0.1854	0.9615
1	0	0.1846	0.9782
0	0	0.1832	1.0000
