label	group	precision	recall
5	1	0.6156	0.886
6	1	0.5939	0.900
3	1	0.5144	0.919
9	1	0.4678	0.932
1	1	0.4154	0.949
8	1	0.3386	0.962
7	1	0.2828	0.976
0	1	0.2393	0.990
2	1	0.2334	0.992
4	1	0.2132	1.000
9	2	0.2277	0.266
6	2	0.2205	0.353
3	2	0.1342	0.424
5	2	0.0629	0.716
7	2	0.0563	0.836
1	2	0.0540	0.893
2	2	0.0525	0.902
8	2	0.0461	0.940
0	2	0.0404	0.982
4	2	0.0373	1.000
8	7	0.6297	0.509
2	7	0.5754	0.560
3	7	0.4532	0.621
9	7	0.3900	0.649
1	7	0.3303	0.690
0	7	0.2538	0.782
6	7	0.2477	0.791
4	7	0.2185	0.838
7	7	0.1887	0.890
5	7	0.1470	1.000
9	8	0.2111	0.121
7	8	0.1764	0.402
1	8	0.1614	0.500
0	8	0.1441	0.723
6	8	0.1408	0.737
3	8	0.1300	0.780
4	8	0.1160	0.839
8	8	0.1026	0.903
2	8	0.1003	0.915
5	8	0.0760	1.000
7	4	0.4610	0.530
9	4	0.3838	0.589
6	4	0.3595	0.603
4	4	0.2685	0.674
3	4	0.2345	0.709
5	4	0.1517	0.870
2	4	0.1483	0.883
1	4	0.1407	0.915
8	4	0.1264	0.955
0	4	0.1130	1.000
4	6	0.6448	0.513
7	6	0.3594	0.681
2	6	0.3321	0.697
8	6	0.2474	0.768
0	6	0.1965	0.853
3	6	0.1819	0.879
9	6	0.1725	0.897
1	6	0.1609	0.921
6	6	0.1581	0.927
5	6	0.1182	1.000
3	5	0.3810	0.326
6	5	0.3215	0.353
8	5	0.1729	0.493
1	5	0.1479	0.558
9	5	0.1355	0.598
5	5	0.0972	0.868
4	5	0.0879	0.907
0	5	0.0767	0.956
7	5	0.0691	0.994
2	5	0.0678	1.000
2	0	0.4341	0.250
0	0	0.1589	0.642
4	0	0.1145	0.718
8	0	0.0880	0.799
7	0	0.0728	0.885
9	0	0.0683	0.901
3	0	0.0628	0.915
5	0	0.0451	0.985
1	0	0.0428	0.997
6	0	0.0422	1.000
1	3	0.2667	0.337
6	3	0.2332	0.371
3	3	0.1576	0.437
5	3	0.0844	0.758
9	3	0.0806	0.795
0	3	0.0698	0.895
7	3	0.0605	0.934
4	3	0.0554	0.962
8	3	0.0505	0.998
2	3	0.0494	1.000
0	9	0.4875	0.524
1	9	0.4141	0.635
6	9	0.3918	0.648
3	9	0.3330	0.693
9	9	0.2994	0.719
5	9	0.1865	0.869
8	9	0.1668	0.923
4	9	0.1535	0.955
7	9	0.1387	0.995
2	9	0.1359	1.000
