label	group	precision	recall
1	9	0.4327	0.442
2	9	0.3089	0.480
0	9	0.2062	0.519
5	9	0.1301	0.589
4	9	0.1013	0.656
7	9	0.0877	0.703
3	9	0.0765	0.760
8	9	0.0645	0.861
6	9	0.0629	0.877
9	9	0.0528	1.000
2	8	0.3629	0.284
1	8	0.1857	0.424
0	8	0.1281	0.474
5	8	0.0840	0.559
3	8	0.0671	0.636
4	8	0.0576	0.711
7	8	0.0521	0.761
8	8	0.0444	0.872
6	8	0.0434	0.890
9	8	0.0359	1.000
3	7	0.4755	0.393
0	7	0.3746	0.465
8	7	0.2347	0.636
5	7	0.1975	0.705
9	7	0.1519	0.868
4	7	0.1418	0.929
2	7	0.1391	0.943
7	7	0.1312	0.977
6	7	0.1282	0.987
1	7	0.1229	1.000
8	6	0.2399	0.307
1	6	0.2323	0.386
6	6	0.2245	0.423
7	6	0.2074	0.510
5	6	0.1898	0.610
4	6	0.1751	0.690
9	6	0.1521	0.885
3	6	0.1461	0.955
2	6	0.1442	0.972
0	6	0.1409	1.000
5	5	0.5072	0.423
2	5	0.4271	0.451
3	5	0.2968	0.551
0	5	0.2662	0.600
6	5	0.2489	0.622
4	5	0.2078	0.687
7	5	0.1871	0.738
8	5	0.1587	0.851
9	5	0.1312	0.976
1	5	0.1271	1.000
9	4	0.4917	0.566
8	4	0.4430	0.859
0	4	0.4086	0.882
5	4	0.3482	0.913
2	4	0.3356	0.921
4	4	0.2976	0.950
3	4	0.2677	0.974
7	4	0.2475	0.988
6	4	0.2405	0.993
1	4	0.2292	1.000
4	3	0.4781	0.402
6	3	0.4039	0.442
9	3	0.2104	0.686
3	3	0.1895	0.776
2	3	0.1841	0.796
7	3	0.1694	0.846
0	3	0.1612	0.872
8	3	0.1366	0.941
1	3	0.1311	0.961
5	3	0.1220	1.000
6	2	0.3867	0.446
7	2	0.1375	0.577
4	2	0.0812	0.652
2	2	0.0739	0.671
9	2	0.0425	0.805
5	2	0.0375	0.859
8	2	0.0319	0.946
1	2	0.0306	0.969
0	2	0.0292	0.980
3	2	0.0268	1.000
7	1	0.4293	0.419
0	1	0.3154	0.499
6	1	0.2683	0.524
5	1	0.1858	0.599
1	1	0.1633	0.632
9	1	0.1122	0.789
4	1	0.1029	0.850
2	1	0.1007	0.866
8	1	0.0891	0.958
3	1	0.0835	1.000
0	0	0.2407	0.208
7	0	0.1405	0.316
2	0	0.1287	0.350
4	0	0.1034	0.462
9	0	0.0782	0.700
3	0	0.0729	0.779
1	0	0.0704	0.817
8	0	0.0637	0.934
5	0	0.0603	0.992
6	0	0.0589	1.000
