# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	35288981	19474421	854401	9237382	15725500	18199600	11493100	25298133	5141834	5878800	52	146592204
1	6355000	7922655	1735350	7209456	4917800	8818600	32199970	4678150	14502460	67379554	0	155718995
2	5923850	3868400	1470150	7243375	5387620	10174800	6810950	5073966	29501950	5836700	0	81291761
3	13373457	10021350	1563600	31664276	15544699	36669630	28524593	139667999	7995900	8727159	0	293752663
4	18914902	14627550	5798384	141674463	19164641	23925991	32675786	21597150	7794210	10165728	51	296338856
5	9874460	18026050	4167100	13741031	20379329	155422665	40579700	24751737	8824131	10689150	0	306455353
6	1336600	5989994	34531934	14065931	2864200	7851500	14729376	3557650	1918700	2450200	51	89296136
7	18354700	100932737	10075893	17420828	9553950	18795901	35672155	11881600	5239400	7206750	0	235133914
8	19968731	22403269	6748601	24126183	193610760	41592651	124986993	60679971	11431255	15365937	0	520914351
9	40572948	37893315	10418060	85800230	374805402	45710774	79109615	57857163	11399226	18689900	51	762256684
