label	group	precision	recall
9	9	0.12776	0.0702
1	9	0.11543	0.1071
7	9	0.10198	0.1438
2	9	0.08976	0.1923
0	9	0.07493	0.2161
6	9	0.05857	0.2523
8	9	0.04786	0.2907
3	9	0.03914	0.3514
4	9	0.03385	0.4133
5	9	0.01114	1.0000
4	8	0.21442	0.0416
3	8	0.21217	0.0782
8	8	0.21146	0.1004
6	8	0.21062	0.1180
0	8	0.20877	0.1262
5	8	0.18643	0.9811
2	8	0.18635	0.9889
1	8	0.18613	0.9919
9	8	0.18579	0.9963
7	8	0.18549	1.0000
7	7	0.05225	0.0184
9	7	0.04839	0.0365
2	7	0.04567	0.0589
0	7	0.04141	0.0759
6	7	0.03758	0.1079
1	7	0.03694	0.1163
3	7	0.03356	0.1769
8	7	0.03238	0.2125
4	7	0.03098	0.2766
5	7	0.01524	1.0000
7	6	0.12127	0.0321
9	6	0.09927	0.0563
0	6	0.08204	0.0799
1	6	0.07716	0.0912
2	6	0.06914	0.1096
6	6	0.06066	0.1436
8	6	0.05406	0.1805
3	6	0.04850	0.2393
4	6	0.04477	0.3005
5	6	0.02027	1.0000
5	5	0.60098	0.9049
4	5	0.59457	0.9325
8	5	0.59120	0.9475
3	5	0.58585	0.9720
6	5	0.58306	0.9835
0	5	0.58137	0.9890
2	5	0.57920	0.9935
1	5	0.57782	0.9954
7	5	0.57597	0.9976
9	5	0.57381	1.0000
9	4	0.07819	0.0184
2	4	0.07767	0.0426
7	4	0.07373	0.0556
1	4	0.07019	0.0643
6	4	0.06182	0.0942
0	4	0.05933	0.1093
3	4	0.05318	0.1639
8	4	0.05117	0.1963
4	4	0.04883	0.2549
5	4	0.02606	1.0000
4	3	0.18208	0.0453
3	3	0.18192	0.0859
8	3	0.18121	0.1102
6	3	0.18082	0.1298
0	3	0.17967	0.1392
2	3	0.17828	0.1482
7	3	0.17672	0.1534
5	3	0.14493	0.9906
9	3	0.14487	0.9963
1	3	0.14479	1.0000
2	2	0.06980	0.0527
9	2	0.06429	0.0849
7	2	0.05611	0.1019
0	2	0.04806	0.1240
1	2	0.04489	0.1333
3	2	0.03396	0.2024
6	2	0.03171	0.2354
4	2	0.02843	0.3058
8	2	0.02729	0.3432
5	2	0.01082	1.0000
1	1	0.18653	0.1155
9	1	0.11507	0.1746
7	1	0.09083	0.2094
2	1	0.06844	0.2398
0	1	0.05649	0.2664
6	1	0.04202	0.2960
8	1	0.03326	0.3304
3	1	0.02620	0.3846
4	1	0.02195	0.4383
5	1	0.00681	1.0000
7	0	0.10262	0.1135
9	0	0.07779	0.1842
0	0	0.06480	0.2638
1	0	0.06012	0.2969
2	0	0.04925	0.3261
6	0	0.03811	0.3770
8	0	0.03058	0.4265
3	0	0.02394	0.4935
4	0	0.01986	0.5569
5	0	0.00485	1.0000
