# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	26582736	3237466	10236800	25967285	10653675	13477935	8303758	4340804	9182922	8055414	29	120038824
1	8264660	5094946	5992874	3658664	29310258	5870024	11559076	3434796	9641348	19353580	68	102180294
2	313729867	334312123	190403788	52057991	113370636	135424642	85122039	84657225	91391812	63688692	254	1464159069
3	13705453	11444806	18876123	7056510	10806558	28239427	15785831	7672858	13574192	5065403	45	132227206
4	28381925	6891575	31733164	4821286	15359526	29834557	15161991	9558732	15715730	5515892	12	162974390
5	39422689	5562510	4885164	11890407	11655954	8680267	14178188	12063503	8256391	7355004	0	123950077
6	40421308	15637147	21566950	6456596	23555810	34811093	39699348	12648837	16747478	21216546	19	232761132
7	17644500	6399252	15893892	2982298	24970417	10179326	20549819	8363604	20886496	6746462	53	134616119
8	15796513	963366	1408152	13355264	3246818	11160270	2767368	999238	2092108	9654473	0	61443570
9	27702148	16397036	76768595	8323769	34212685	87559600	33450608	38070036	30829753	13923205	161	367237596
