label	group	precision	recall
1	0	0.4280	0.01087
9	0	0.4261	0.02652
2	0	0.4247	0.04731
7	0	0.4060	0.05835
0	0	0.3720	0.07196
6	0	0.3282	0.09484
3	0	0.2896	0.14006
8	0	0.2773	0.16700
4	0	0.2631	0.21547
5	0	0.1661	1.00000
7	7	0.1852	0.00605
6	7	0.1837	0.02374
4	7	0.1806	0.06296
8	7	0.1801	0.08435
3	7	0.1787	0.11883
9	7	0.1779	0.12495
5	7	0.1648	0.98225
0	7	0.1647	0.99008
1	7	0.1646	0.99393
2	7	0.1643	1.00000
7	6	0.3238	0.00861
9	6	0.2975	0.01692
0	6	0.2810	0.02748
6	6	0.2658	0.04686
8	6	0.2550	0.06982
1	6	0.2536	0.07473
2	6	0.2514	0.08424
3	6	0.2449	0.12130
4	6	0.2409	0.16229
5	6	0.2020	1.00000
5	9	0.0995	0.88680
3	9	0.0992	0.91709
4	9	0.0988	0.95050
8	9	0.0986	0.96847
0	9	0.0985	0.97543
6	9	0.0982	0.98869
2	9	0.0979	0.99386
1	9	0.0977	0.99580
7	9	0.0973	0.99787
9	9	0.0969	1.00000
5	3	0.0345	0.90632
4	3	0.0341	0.93483
8	3	0.0340	0.95031
3	3	0.0337	0.97558
6	3	0.0335	0.98669
0	3	0.0334	0.99212
2	3	0.0332	0.99535
1	3	0.0331	0.99695
7	3	0.0330	0.99851
9	3	0.0329	1.00000
5	4	0.1100	0.88184
4	4	0.1098	0.91729
3	4	0.1096	0.94821
8	4	0.1094	0.96694
6	4	0.1092	0.98117
0	4	0.1090	0.98803
2	4	0.1087	0.99315
1	4	0.1085	0.99533
7	4	0.1081	0.99758
9	4	0.1077	1.00000
5	2	0.0287	0.90882
4	2	0.0284	0.93706
8	2	0.0282	0.95201
3	2	0.0280	0.97645
6	2	0.0278	0.98733
0	2	0.0277	0.99244
1	2	0.0277	0.99404
2	2	0.0275	0.99698
7	2	0.0274	0.99850
9	2	0.0273	1.00000
4	8	0.0523	0.03913
3	8	0.0518	0.07350
8	8	0.0515	0.09417
5	8	0.0487	0.96270
6	8	0.0487	0.97842
0	8	0.0486	0.98623
2	8	0.0485	0.99238
1	8	0.0484	0.99482
7	8	0.0483	0.99732
9	8	0.0481	1.00000
5	1	0.1199	0.96445
4	1	0.1165	0.97562
8	1	0.1147	0.98156
3	1	0.1119	0.99118
6	1	0.1105	0.99535
0	1	0.1098	0.99735
1	1	0.1094	0.99795
2	1	0.1086	0.99891
7	1	0.1080	0.99948
9	1	0.1074	1.00000
5	5	0.0485	0.90093
4	5	0.0482	0.93110
8	5	0.0479	0.94726
3	5	0.0476	0.97347
6	5	0.0474	0.98545
0	5	0.0473	0.99095
1	5	0.0471	0.99282
2	5	0.0469	0.99615
7	5	0.0467	0.99797
9	5	0.0465	1.00000
