label	group	precision	recall
5	9	0.98221	0.991
6	9	0.96784	0.995
8	9	0.94929	0.998
3	9	0.91762	0.999
4	9	0.88419	1.000
7	9	0.87938	1.000
1	9	0.87563	1.000
9	9	0.87023	1.000
0	9	0.86303	1.000
2	9	0.85602	1.000
9	8	0.20117	0.299
1	8	0.17868	0.449
2	8	0.12111	0.544
8	8	0.06728	0.624
3	8	0.04401	0.754
6	8	0.03869	0.812
4	8	0.02969	0.883
7	8	0.02849	0.884
5	8	0.00415	1.000
0	8	0.00412	1.000
2	7	0.77286	0.142
4	7	0.66507	0.659
8	7	0.56818	0.814
0	7	0.51455	0.832
6	7	0.43158	0.852
9	7	0.40675	0.859
1	7	0.38975	0.860
5	7	0.04620	0.997
7	7	0.04597	0.998
3	7	0.04459	1.000
8	6	0.46200	0.396
3	6	0.35573	0.805
1	6	0.34097	0.834
9	6	0.31073	0.843
7	6	0.28754	0.847
4	6	0.19312	0.872
6	6	0.16951	0.882
2	6	0.15889	0.883
0	6	0.14944	0.884
5	6	0.02299	1.000
7	5	0.50445	0.234
6	5	0.47925	0.881
9	5	0.38043	0.901
8	5	0.22760	0.927
1	5	0.20995	0.932
4	5	0.12448	0.941
0	5	0.11397	0.943
5	5	0.01201	0.998
3	5	0.01164	1.000
2	5	0.01155	1.000
0	4	0.35047	0.727
7	4	0.22316	0.763
3	4	0.07716	0.890
4	4	0.04714	0.970
9	4	0.04409	0.975
2	4	0.04047	0.978
6	4	0.03482	0.980
8	4	0.02965	0.981
1	4	0.02874	0.981
5	4	0.00398	1.000
3	3	0.50859	0.560
4	3	0.36760	0.855
0	3	0.33541	0.874
7	3	0.31638	0.883
2	3	0.28920	0.887
6	3	0.24759	0.893
8	3	0.21018	0.899
5	3	0.02968	0.999
9	3	0.02950	1.000
1	3	0.02939	1.000
1	2	0.36008	0.452
7	2	0.23783	0.678
9	2	0.19442	0.908
8	2	0.08910	0.938
0	2	0.07319	0.950
3	2	0.04323	0.977
6	2	0.03614	0.987
4	2	0.02599	0.988
2	2	0.02443	0.988
5	2	0.00336	1.000
1	1	0.29424	0.120
6	1	0.25484	0.495
7	1	0.24029	0.592
4	1	0.11732	0.698
3	1	0.08723	0.792
8	1	0.07389	0.811
0	1	0.06920	0.815
2	1	0.06509	0.818
5	1	0.01039	0.999
9	1	0.01034	1.000
9	0	0.53889	0.241
0	0	0.49306	0.519
2	0	0.36854	0.608
3	0	0.20739	0.833
7	0	0.19425	0.856
4	0	0.13387	0.943
8	0	0.11292	0.958
1	0	0.10912	0.959
6	0	0.09659	0.961
5	0	0.01367	1.000
