label	group	precision	recall
9	9	0.1308	0.1003
5	9	0.1302	0.3021
8	9	0.1299	0.3930
6	9	0.1297	0.4858
3	9	0.1292	0.5016
2	9	0.1288	0.5112
7	9	0.1193	0.9730
0	9	0.1191	0.9844
4	9	0.1190	0.9954
1	9	0.1188	1.0000
1	8	0.2009	0.0349
4	8	0.1702	0.0944
2	8	0.1542	0.1330
0	8	0.1443	0.1803
3	8	0.1265	0.2216
7	8	0.0394	0.6738
8	8	0.0376	0.7391
6	8	0.0361	0.8057
5	8	0.0334	0.9364
9	8	0.0324	1.0000
8	7	0.1122	0.1015
6	7	0.1111	0.2033
3	7	0.1109	0.2226
9	7	0.1099	0.3288
0	7	0.1098	0.3433
4	7	0.1095	0.3571
2	7	0.1093	0.3681
1	7	0.1091	0.3742
5	7	0.1052	0.5706
7	7	0.0926	1.0000
7	6	0.0996	0.5949
5	6	0.0938	0.7678
9	6	0.0908	0.8422
6	6	0.0880	0.9071
8	6	0.0855	0.9677
2	6	0.0852	0.9745
3	6	0.0847	0.9844
1	6	0.0845	0.9877
0	6	0.0839	0.9940
4	6	0.0834	1.0000
9	5	0.0985	0.0982
5	5	0.0976	0.2945
8	5	0.0973	0.3828
6	5	0.0970	0.4724
7	5	0.0922	0.9508
2	5	0.0921	0.9600
3	5	0.0919	0.9747
4	5	0.0918	0.9855
0	5	0.0915	0.9958
1	5	0.0914	1.0000
4	4	0.1665	0.0208
0	4	0.1649	0.0416
3	4	0.1610	0.0672
1	4	0.1590	0.0755
8	4	0.1441	0.1906
2	4	0.1426	0.2031
6	4	0.1337	0.3064
9	4	0.1273	0.4091
5	4	0.1135	0.5772
7	4	0.0987	1.0000
5	3	0.1333	0.2113
7	3	0.1214	0.7109
9	3	0.1208	0.8018
6	3	0.1202	0.8860
8	3	0.1187	0.9608
2	3	0.1185	0.9690
3	3	0.1179	0.9810
0	3	0.1174	0.9893
4	3	0.1169	0.9970
1	3	0.1165	1.0000
7	2	0.0651	0.5617
5	2	0.0638	0.7538
9	2	0.0622	0.8339
6	2	0.0608	0.9042
8	2	0.0593	0.9688
2	2	0.0591	0.9754
3	2	0.0587	0.9851
0	2	0.0583	0.9917
4	2	0.0579	0.9978
1	2	0.0577	1.0000
7	1	0.2114	0.5587
5	1	0.2018	0.7309
1	1	0.2015	0.7360
9	1	0.1976	0.8171
6	1	0.1941	0.8912
8	1	0.1912	0.9628
2	1	0.1909	0.9711
3	1	0.1901	0.9837
0	1	0.1893	0.9920
4	1	0.1884	1.0000
0	0	0.1500	0.0158
3	0	0.1439	0.0349
6	0	0.1359	0.1306
8	0	0.1341	0.2231
9	0	0.1315	0.3192
4	0	0.1312	0.3321
5	0	0.1248	0.5094
7	0	0.1195	0.9870
2	0	0.1194	0.9959
1	0	0.1192	1.0000
