# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	32185	521415	1056300	1110288	3987803	779596	44974	15515	16263974	14136	17	23826203
1	82966	2860469	3963661	14194	2802932	2036658	91118	7953	301855	3796	27	12165629
2	23698	262801	7503908	205762	586820	657852	44982	7076	14252457	10345	0	23555701
3	964237	5068203	4279882	9991452	3987820	24153559	4377024	439133	39652010	363935	50	93277305
4	10953386	35490859	7470766	4200935	2717566	9526559	1211614	2036053	29978315	333386	23	103919462
5	133181074	301060980	58450136	161767391	56145979	196737506	100341425	71479336	292051049	1121127629	1144	2492343649
6	2209005	21908121	2334939	816916	6895699	4250788	349878	226737	6691495	75690	123	45759391
7	64365	1960245	370942	259497	9798990	1042029	46564	26636	1891433	23421	33	15484155
8	4089548	19476508	2286164	1694188	4331260	12844141	1235135	547050	10141756	149268	137	56795155
9	11684	241034	5059764	9741	5128291	6494105	97796	1720	613781	3825	0	17661741
