# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	44278703	259407908	8119600	53495952	28253921	20140956	47990852	32386958	8239389	29337470	90	531651799
1	31469386	101961923	27292451	41672101	15355174	42575056	100341264	15004965	4673100	25594731	76	405940227
2	43708066	46441576	52019092	146418870	16174932	26615934	12411400	9491212	2501730	21982690	0	377765502
3	4992150	23462549	2351598	4615850	7459970	15110459	9720378	11247650	49266225	8343241	0	136570070
4	11336600	11844812	7714030	8007600	12916200	8396850	8555612	38505284	2126231	167739118	0	277142337
5	119831331	42726129	17433442	35241350	25054213	67022214	7817914	22007949	3637125	24465474	0	365237141
6	33202099	19192884	6325950	13204850	91417676	25142860	12807435	22584908	2798350	19901014	0	246578026
7	26389314	12279750	28493481	14290890	10756950	21810787	21859206	30129305	2518850	13281100	0	181809633
8	8450903	19537548	15573136	13506300	13275784	30746298	13230300	76435101	2821520	24741340	0	218318230
9	20843166	19618150	2085442	6203700	64526854	6525458	7992940	9527610	15268476	7982875	0	160574671
