# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	2050518	132910607	2053064	7714934	27918095	5379561	6761291	11391001	6202051	1442178	0	203823300
1	5084441	257285848	17856463	15275028	45115686	6133914	17033743	22734084	18959663	2765626	0	408244496
2	25876881	219186797	19963647	36910516	30883088	25014783	20933372	19194491	39176686	4506786	0	441647047
3	6319820	101980869	6816623	20362727	34073534	11169631	11279519	15614048	24667301	12781088	0	245065160
4	10979225	95185961	7175397	41162242	27761139	10171202	9529360	22279281	15384295	7830116	0	247458218
5	7867032	139017272	8464111	25551974	43614151	12098994	13895185	24218408	49345232	16529573	0	340601932
6	8663066	87200050	19687889	24043098	37155797	13179708	11036664	16145696	26877369	25277295	0	269266632
7	21928876	34381198	2651004	5500361	5608465	4730175	2239832	3541728	5149598	10459334	0	96190571
8	921656	103807609	921768	8084000	38589791	2029318	3502368	12156423	4486440	2106991	0	176606364
9	17860441	188540772	20479782	44653392	56953374	24155570	33430818	52914329	25757097	7938175	0	472683750
