# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	6122085	1719298	12599091	31082059	6999086	5033118	2109871	4869473	635316	13019527	0	84188924
1	9615375	2306684	1843526	6696125	27735861	270804	1190130	221393	9266481	1775856	0	60922235
2	23824056	26557719	45542134	8846521	62625471	685670	4105551	1284179	1968213	1226708	0	176666222
3	6988139	12573120	203994374	41359715	3593046	53702893	10434986	55411112	2587670	10322245	0	400967300
4	31040880	41242099	6278455	179459	608663	3777079	5444159	572860	4449180	1464741	0	95057575
5	8592160	2533347	721901741	22807952	40663844	36373040	11090279	35548331	1501249	258383532	0	1139395475
6	14932095	3583898	33980425	521650	12260591	3009380	147711435	13355540	6244170	27445305	0	263044489
7	3698580	679608	112031988	11316336	6378833	2472330	43046204	270714	641291	42924457	0	223460341
8	1193242	10797316	323835051	9163920	1254400	976101	6515611	23012131	11173089	3856259	2	391777122
9	14032212	187205	2152284	253469	854595	17649662	1112906	70386	22976911	6818966	0	66108596
