label	group	precision	recall
2	9	0.69468	0.1887
8	9	0.68410	0.4890
4	9	0.67004	0.5599
9	9	0.63965	0.6392
5	9	0.62934	0.6724
3	9	0.61288	0.7238
7	9	0.60324	0.7572
0	9	0.57796	0.8531
1	9	0.55822	0.9548
6	9	0.55095	1.0000
0	8	0.33674	0.1705
3	8	0.33506	0.2561
7	8	0.33092	0.3093
5	8	0.32734	0.3577
9	8	0.31407	0.4610
4	8	0.30022	0.5239
8	8	0.27257	0.7525
1	8	0.26328	0.8683
6	8	0.25768	0.9116
2	8	0.24037	1.0000
6	7	0.02813	0.7710
1	7	0.00975	0.8658
2	7	0.00584	0.9339
9	7	0.00476	0.9662
0	7	0.00376	0.9815
3	7	0.00341	0.9893
4	7	0.00308	0.9931
7	7	0.00292	0.9954
5	7	0.00277	0.9969
8	7	0.00210	1.0000
6	6	0.07864	0.4611
0	6	0.03626	0.6616
2	6	0.02465	0.8250
1	6	0.01995	0.9299
9	6	0.01727	0.9636
4	6	0.01579	0.9880
7	6	0.01487	0.9922
5	6	0.01410	0.9957
3	6	0.01299	0.9988
8	6	0.00983	1.0000
7	5	0.23409	0.0614
5	5	0.22287	0.1128
1	5	0.21411	0.2856
3	5	0.21170	0.3666
9	5	0.20927	0.4835
0	5	0.20444	0.6318
4	5	0.20072	0.7061
2	5	0.18121	0.8113
6	5	0.17496	0.8480
8	5	0.15595	1.0000
6	4	0.04391	0.2380
2	4	0.03011	0.5871
1	4	0.02772	0.8771
4	4	0.02419	0.9170
0	4	0.01964	0.9692
9	4	0.01715	0.9922
5	4	0.01622	0.9962
7	4	0.01529	0.9981
3	4	0.01406	0.9994
8	4	0.01063	1.0000
6	3	0.04022	0.2134
1	3	0.03978	0.6839
9	3	0.03209	0.8182
0	3	0.02490	0.9139
2	3	0.01917	0.9678
3	3	0.01762	0.9901
7	3	0.01657	0.9936
4	3	0.01510	0.9979
5	3	0.01436	0.9990
8	3	0.01086	1.0000
6	2	0.02450	0.4289
0	2	0.01161	0.6324
1	2	0.00892	0.8362
2	2	0.00694	0.9654
7	2	0.00644	0.9755
9	2	0.00552	0.9877
4	2	0.00500	0.9955
5	2	0.00473	0.9968
3	2	0.00435	0.9986
8	2	0.00329	1.0000
1	1	0.05933	0.6914
6	1	0.04748	0.8003
9	1	0.03655	0.9137
0	1	0.02631	0.9469
3	1	0.02315	0.9629
2	1	0.01806	0.9952
4	1	0.01632	0.9974
7	1	0.01541	0.9987
5	1	0.01465	0.9993
8	1	0.01108	1.0000
6	0	0.05185	0.6055
2	0	0.02018	0.8477
1	0	0.01407	0.9592
4	0	0.01189	0.9709
0	0	0.00931	0.9902
9	0	0.00801	0.9977
5	0	0.00755	0.9988
7	0	0.00711	0.9994
3	0	0.00653	0.9998
8	0	0.00493	1.0000
