# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	3665617	2281882	9339066	2290047	2894356	2032475	4240507	2318206	2207395	4963696	0	36233247
1	2425534	1035552	3648531	936461	1198606	1228955	1488350	925273	1466659	1922025	0	16275946
2	3496562	1472963	9017001	1654014	2082694	1655915	2716631	1635318	1286305	3847870	38	28865311
3	4367811	2661832	13568587	2942372	3773905	2801768	5532003	2908770	1846703	6748960	89	47152800
4	3287170	2781803	8997680	2241669	2787038	2004316	3610607	2288070	3166788	4504699	283	35670123
5	23670996	19491344	241857351	26533215	32561449	25628411	47738175	26835262	11220614	77786546	10082	533333445
6	11546949	11669405	95231039	14801518	18209573	13377566	24350491	14999935	6690923	36407721	2660	247287780
7	44914343	37233799	870107421	51375903	62738568	48250854	92584390	52959687	20209618	155494959	2051848	1437921390
8	10841453	12309653	89266987	14665790	18349437	13375453	25150356	14751129	7038914	36190372	1863	241941407
9	11820047	11238803	107277221	14782997	18373532	13592562	25343788	14991476	6309223	39339812	2035	263071496
