label	group	precision	recall
0	1	0.6521	0.0978
1	1	0.6375	0.2870
8	1	0.6264	0.3634
2	1	0.5797	0.5246
3	1	0.5525	0.5996
5	1	0.5254	0.7019
9	1	0.4993	0.8406
4	1	0.4881	0.9106
7	1	0.4833	0.9359
6	1	0.4685	1.0000
7	9	0.1087	0.1141
6	9	0.0978	0.3900
3	9	0.0795	0.5295
5	9	0.0684	0.7098
4	9	0.0608	0.7953
9	9	0.0484	0.8819
8	9	0.0449	0.9049
2	9	0.0382	0.9541
0	9	0.0356	0.9698
1	9	0.0316	1.0000
8	4	0.2185	0.1110
3	4	0.1723	0.2090
6	4	0.1589	0.3159
0	4	0.1539	0.3962
5	4	0.1468	0.5216
9	4	0.1395	0.6854
4	4	0.1361	0.7653
1	4	0.1316	0.8950
2	4	0.1219	0.9839
7	4	0.1198	1.0000
9	7	0.1119	0.2643
4	7	0.1044	0.3756
5	7	0.0937	0.4966
8	7	0.0902	0.5573
3	7	0.0858	0.6353
6	7	0.0818	0.7160
0	7	0.0791	0.7729
1	7	0.0751	0.8864
2	7	0.0701	0.9823
7	7	0.0690	1.0000
7	0	0.2280	0.2039
2	0	0.0889	0.4445
4	0	0.0749	0.5466
9	0	0.0609	0.7126
6	0	0.0559	0.7932
3	0	0.0517	0.8519
5	0	0.0471	0.9251
1	0	0.0415	0.9724
0	0	0.0391	0.9914
8	0	0.0371	1.0000
6	2	0.0731	0.1856
2	2	0.0558	0.3738
1	2	0.0514	0.5422
9	2	0.0490	0.7352
4	2	0.0463	0.8029
3	2	0.0441	0.8672
7	2	0.0434	0.8922
5	2	0.0409	0.9720
0	2	0.0386	0.9913
8	2	0.0366	1.0000
5	8	0.1449	0.2284
3	8	0.1264	0.3426
6	8	0.1180	0.4671
2	8	0.1080	0.6484
4	8	0.1007	0.7197
9	8	0.0899	0.8389
7	8	0.0882	0.8627
1	8	0.0814	0.9505
0	8	0.0776	0.9792
8	8	0.0744	1.0000
4	3	0.1663	0.1795
9	3	0.1192	0.3743
6	3	0.1110	0.4792
2	3	0.1026	0.6402
3	3	0.0997	0.7290
5	3	0.0955	0.8405
7	3	0.0938	0.8645
8	3	0.0901	0.8997
0	3	0.0858	0.9334
1	3	0.0790	1.0000
2	5	0.0566	0.2193
9	5	0.0538	0.4311
7	5	0.0533	0.4726
6	5	0.0524	0.5881
3	5	0.0513	0.6860
4	5	0.0499	0.7752
5	5	0.0476	0.8813
0	5	0.0457	0.9284
1	5	0.0411	0.9822
8	5	0.0393	1.0000
9	6	0.0707	0.2579
2	6	0.0595	0.4193
3	6	0.0566	0.5063
1	6	0.0527	0.6377
6	6	0.0510	0.7229
5	6	0.0494	0.8300
4	6	0.0483	0.9036
0	6	0.0471	0.9557
7	6	0.0463	0.9730
8	6	0.0447	1.0000
