# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	10601754	128114	56548	4683794	15627103	6324336	137798	57190	651788	1170448	18	39438891
1	6088938	301142	178236	2624430	6503988	4215398	747758	176088	746190	8235038	0	29817206
2	5149934	19636	3554	884450	2417666	51446	26364	1706	3232	1144039	14	9702041
3	6385315	1108206	603984	8392694	25589194	26911568	1349080	588836	6367673	7477298	68	84773916
4	4266276	27266	10720	430490	3300580	2700504	27340	10270	351798	367000	19	11492263
5	13257109	69236	202432	1727130	3708696	2007978	1503118	52158	118894	10667870	60	33314681
6	11276195	2647550	684602	22058073	10794310	7917864	1955852	365158	1058402	7552964	27	66310997
7	13377865	1236282	3624824	12382152	33421221	12583238	12359863	533834	1270729	37838509	137	128628654
8	2373030	336082	58858	1656930	5337871	413790	283800	63256	75730	1280780	0	11880127
9	133660943	108202186	104017525	285127713	204086045	281427197	168749793	692787074	161993719	329376209	1211	2469429615
