# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	954440	3524614	1096367	2387035	1582851	14829689	4169559	4695258	1846669	1146765	0	36233247
1	111244	1177977	292280	339359	5669630	317740	4325102	1769474	1725904	547159	77	16275946
2	342815	2415688	592086	1434946	8027067	1398990	7273968	3300255	2503792	1575685	19	28865311
3	656120	3395481	1015822	2141187	8634440	12516743	7788060	4994214	4198770	1811906	57	47152800
4	1096428	3745915	887321	1238266	2104196	2645754	2984387	11897561	7039641	2030635	19	35670123
5	37473220	23366095	15336089	68317744	43623361	71282427	16432201	51677815	129630491	76193627	375	533333445
6	14514853	13881293	8426872	15358446	44667081	19614421	5136489	41493246	23456427	60738545	107	247287780
7	57419992	59659678	27882198	109293046	103795439	101478262	27611295	67742640	326191965	556845952	923	1437921390
8	15146245	15309536	12663539	27196608	54592166	57251763	7793804	19100518	12300746	20586241	241	241941407
9	18876847	29242718	13099187	66046026	23642625	25119564	5781271	28462933	12019946	40780169	210	263071496
