# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	120274	929228	3147881	1032022	5729836	7984122	162092	55482	20230430	47506	18	39438891
1	706172	10422612	1485252	1609922	3806532	2990676	476348	195508	7944678	179506	0	29817206
2	17260	1515818	3073382	5026	3425976	1516220	35287	2784	107496	2778	14	9702041
3	1158682	6341310	1926797	12203363	2951289	7840444	1225436	569144	50139261	418122	68	84773916
4	17040	271372	288892	638392	3828304	361534	22632	7552	6048698	7828	19	11492263
5	1253522	12238852	1225924	218098	13050259	2302044	64706	102166	2812494	46556	60	33314681
6	2376620	8284449	3828424	2122234	3773708	28570663	4400292	713012	11874904	366664	27	66310997
7	13579626	51961601	15781963	1668384	4454720	11091274	1269982	2054798	26346833	419336	137	128628654
8	307628	1463348	5640019	124878	760050	2007764	627300	34742	834972	79426	0	11880127
9	132075324	295422045	56377928	160448045	54602486	193858052	99556435	71052021	285498359	1120537709	1211	2469429615
