label	group	precision	recall
6	4	0.12235	0.405
1	4	0.11588	0.509
4	4	0.10537	0.783
5	4	0.10088	0.848
7	4	0.08996	0.911
9	4	0.08231	0.960
8	4	0.07962	0.977
3	4	0.07601	0.990
0	4	0.07226	0.997
2	4	0.03602	1.000
4	0	0.05470	0.726
3	0	0.05403	0.894
9	0	0.04068	0.946
7	0	0.03154	0.971
5	0	0.02796	0.979
6	0	0.02017	0.997
0	0	0.01890	0.998
8	0	0.01800	0.999
1	0	0.01661	1.000
2	0	0.00826	1.000
4	2	0.05944	0.798
5	2	0.05302	0.939
3	2	0.04535	0.953
7	2	0.03411	0.977
9	2	0.02785	0.986
6	2	0.01993	0.997
0	2	0.01869	0.998
1	2	0.01718	0.999
8	2	0.01642	1.000
2	2	0.00817	1.000
7	8	0.06872	0.217
6	8	0.06785	0.625
1	8	0.06299	0.705
5	8	0.05928	0.768
3	8	0.05658	0.811
4	8	0.04740	0.944
0	8	0.04505	0.960
9	8	0.04094	0.988
8	8	0.03950	0.997
2	8	0.01969	1.000
5	9	0.09572	0.546
3	9	0.07052	0.714
7	9	0.04534	0.919
4	9	0.02568	0.981
0	9	0.02303	0.984
6	9	0.01605	0.999
1	9	0.01457	0.999
9	9	0.01288	1.000
8	9	0.01231	1.000
2	9	0.00612	1.000
7	3	0.12079	0.232
4	3	0.11916	0.633
5	3	0.11247	0.719
9	3	0.10546	0.855
3	3	0.10038	0.898
0	3	0.09579	0.939
6	3	0.07287	0.983
8	3	0.06976	0.989
1	3	0.06484	0.997
2	3	0.03233	1.000
3	7	0.12091	0.609
5	7	0.05683	0.656
6	7	0.02351	0.794
7	7	0.01896	0.860
4	7	0.01471	0.967
9	7	0.01299	0.988
0	7	0.01221	0.992
8	7	0.01165	0.995
1	7	0.01078	0.999
2	7	0.00537	1.000
2	5	0.99940	0.582
8	5	0.99733	0.606
0	5	0.99361	0.636
9	5	0.98161	0.691
1	5	0.97291	0.729
7	5	0.95052	0.780
6	5	0.91555	0.878
4	5	0.88200	0.958
5	5	0.87200	0.982
3	5	0.86396	1.000
3	6	0.08200	0.140
6	6	0.07466	0.689
5	6	0.06516	0.744
1	6	0.05692	0.790
7	6	0.04808	0.856
4	6	0.03905	0.965
9	6	0.03496	0.986
8	6	0.03351	0.991
0	6	0.03185	0.998
2	6	0.01586	1.000
5	1	0.05172	0.428
3	1	0.04195	0.616
6	1	0.02013	0.865
7	1	0.01679	0.969
0	1	0.01517	0.976
4	1	0.01099	0.993
1	1	0.01003	0.998
8	1	0.00953	0.999
9	1	0.00848	1.000
2	1	0.00422	1.000
