# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	2990360	1514619	2052542	1998064	8984299	16915954	23269820	28025173	14316506	10936187	0	111003524
1	12636522	790137	2456292	12785164	6457262	29789770	16072713	55692856	25068851	25990754	0	187740321
2	809658	475421	1211304	1413601	824351	89674670	67774446	662759194	36966288	49884157	0	911793090
3	623067	26685	65326	229786	506038	57249044	10270414	96364828	25176789	11325753	0	201837730
4	1859903	6173847	8413297	10356830	9166808	37699870	41483931	95766621	32560370	13051004	0	256532481
5	2871711	979716	2543204	3278163	2231112	89369258	12395330	73008101	35049961	75902774	0	297629330
6	387219	123804	316614	423871	1889841	26592946	33011083	120793459	7671707	30072889	0	221283433
7	3117659	5591607	10506778	10236191	1886107	22115313	7389094	26157138	8933262	8140874	0	104074023
8	8596081	82838	255528	5074241	1400942	145392290	17909199	227862891	45871904	10931761	0	463377675
9	2341067	517195	1044407	1356832	2323344	18534054	17711643	51490365	10325590	26835133	0	132479630
