# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	178979679	3809138	2708130	9362870	24252922	6652790	55606376	40972217	20284080	81259371	0	423887573
1	17436030	4649147	3754330	16627376	19005640	9140359	20323522	31625120	17995740	40380780	0	180938044
2	34203292	588970	763210	284500	3878591	878930	13756209	13651830	1231080	1225790	0	70462402
3	14297760	5003100	4571390	5420247	17268710	24288969	19769320	48028419	12045660	17938170	0	168631745
4	35147608	2231303	1736230	2504954	21762500	4454480	169938108	20818393	5550850	8711787	42	272856255
5	58102795	297631327	37714479	47573780	74035348	60370845	92843451	108572300	27678139	85411980	145	889934589
6	3087220	3255240	4121516	3019300	6996150	3801750	5131040	7716590	4249210	5843840	0	47221856
7	48397702	3951730	10484420	3419390	97829400	5057280	138714192	31791800	23431811	13695376	0	376773101
8	76501515	3703535	2658388	3163920	18620010	14431613	49611710	150728262	10476248	15090177	0	344985378
9	13254950	3615610	10214448	3406460	27193220	5204510	17106940	20108765	15920098	10200070	0	126225071
