label	group	precision	recall
6	2	0.0873	0.0524
9	2	0.0827	0.1821
5	2	0.0489	0.6612
7	2	0.0434	0.7943
3	2	0.0417	0.8524
1	2	0.0396	0.9001
2	2	0.0385	0.9098
8	2	0.0337	0.9435
0	2	0.0293	0.9779
4	2	0.0271	1.0000
8	7	0.4369	0.3180
3	7	0.3870	0.4193
2	7	0.3637	0.4481
1	7	0.3190	0.5148
6	7	0.3099	0.5311
9	7	0.2897	0.5735
5	7	0.2081	0.8026
0	7	0.1871	0.8890
7	7	0.1724	0.9561
4	7	0.1633	1.0000
9	8	0.1261	0.1146
1	8	0.1104	0.2442
6	8	0.1077	0.2748
3	8	0.0960	0.3616
7	8	0.0818	0.5303
0	8	0.0710	0.6764
5	8	0.0549	0.8757
8	8	0.0516	0.9512
4	8	0.0486	0.9911
2	8	0.0479	1.0000
7	4	0.2597	0.3147
9	4	0.2486	0.4022
6	4	0.2399	0.4247
1	4	0.2066	0.4859
3	4	0.1870	0.5414
5	4	0.1354	0.7796
4	4	0.1280	0.8496
0	4	0.1160	0.9276
2	4	0.1143	0.9401
8	4	0.1071	1.0000
5	1	0.3344	0.9062
6	1	0.3211	0.9161
3	1	0.2766	0.9313
9	1	0.2512	0.9424
1	1	0.2223	0.9565
8	1	0.1808	0.9678
7	1	0.1508	0.9798
0	1	0.1273	0.9914
2	1	0.1241	0.9932
4	1	0.1132	1.0000
4	6	0.6228	0.2916
7	6	0.4751	0.5296
2	6	0.4477	0.5532
8	6	0.3493	0.6383
9	6	0.3266	0.6677
0	6	0.2753	0.7631
3	6	0.2604	0.7970
1	6	0.2468	0.8319
6	6	0.2435	0.8407
5	6	0.2008	1.0000
3	5	0.1440	0.1809
6	5	0.1301	0.2092
5	5	0.0800	0.6588
1	5	0.0759	0.7268
8	5	0.0687	0.8343
9	5	0.0667	0.8731
4	5	0.0599	0.9062
0	5	0.0523	0.9558
7	5	0.0471	0.9935
2	5	0.0463	1.0000
1	3	0.0919	0.1754
6	3	0.0861	0.2073
5	3	0.0601	0.7092
3	3	0.0565	0.7664
9	3	0.0538	0.8023
0	3	0.0465	0.9011
4	3	0.0417	0.9275
8	3	0.0371	0.9609
7	3	0.0334	0.9970
2	3	0.0327	1.0000
1	9	0.2232	0.1443
0	9	0.2011	0.4348
6	9	0.1955	0.4557
3	9	0.1772	0.5198
5	9	0.1349	0.8251
9	9	0.1312	0.8616
8	9	0.1174	0.9155
7	9	0.1055	0.9645
4	9	0.0984	0.9956
2	9	0.0964	1.0000
2	0	0.4854	0.0713
0	0	0.4312	0.4447
8	0	0.3451	0.6043
4	0	0.2921	0.6776
7	0	0.2507	0.7785
9	0	0.2393	0.8062
1	0	0.2249	0.8425
3	0	0.2129	0.8724
6	0	0.2094	0.8788
5	0	0.1652	1.0000
