label	group	precision	recall
4	0	0.09420	0.0773
2	0	0.07999	0.1211
5	0	0.05987	0.2332
8	0	0.05435	0.2578
0	0	0.04363	0.3298
1	0	0.03867	0.3747
6	0	0.03090	0.4458
7	0	0.02202	0.5199
3	0	0.01900	0.5637
9	0	0.00485	1.0000
8	4	0.08060	0.0127
2	4	0.07335	0.0211
1	4	0.06407	0.0438
0	4	0.06098	0.0737
4	4	0.05938	0.0808
5	4	0.05610	0.1012
6	4	0.05270	0.1415
3	4	0.04990	0.1903
7	4	0.04756	0.2627
9	4	0.02606	1.0000
9	5	0.60166	0.8976
3	5	0.59661	0.9206
7	5	0.58936	0.9552
6	5	0.58510	0.9717
1	5	0.58301	0.9788
5	5	0.58049	0.9862
0	5	0.57752	0.9949
4	5	0.57649	0.9971
8	5	0.57509	0.9989
2	5	0.57381	1.0000
8	9	0.16339	0.0604
2	9	0.13685	0.0919
4	9	0.10594	0.1090
5	9	0.07298	0.1508
0	9	0.06073	0.2000
1	9	0.05426	0.2290
6	9	0.04517	0.2838
7	9	0.03652	0.3757
3	9	0.03259	0.4212
9	9	0.01114	1.0000
7	8	0.21271	0.0511
3	8	0.21214	0.0846
6	8	0.21051	0.1100
1	8	0.20913	0.1210
0	8	0.20668	0.1348
9	8	0.18614	0.9804
5	8	0.18609	0.9917
4	8	0.18597	0.9951
8	8	0.18575	0.9980
2	8	0.18549	1.0000
4	6	0.08868	0.0174
2	6	0.08150	0.0295
5	6	0.07401	0.0690
0	6	0.06641	0.1067
1	6	0.06249	0.1323
6	6	0.05639	0.1833
8	6	0.05568	0.1923
3	6	0.04874	0.2390
7	6	0.04356	0.3094
9	6	0.02027	1.0000
6	3	0.18060	0.0287
3	3	0.18035	0.0652
7	3	0.17868	0.1197
1	3	0.17836	0.1322
0	3	0.17772	0.1485
5	3	0.17665	0.1617
4	3	0.17575	0.1657
9	3	0.14501	0.9940
8	3	0.14490	0.9974
2	3	0.14479	1.0000
2	1	0.21823	0.1077
8	1	0.14810	0.1626
4	1	0.10976	0.1847
5	1	0.06603	0.2230
0	1	0.04941	0.2660
1	1	0.04185	0.2888
6	1	0.03279	0.3369
7	1	0.02402	0.4040
3	1	0.02105	0.4449
9	1	0.00681	1.0000
0	7	0.03810	0.0342
2	7	0.03762	0.0421
5	7	0.03668	0.0688
1	7	0.03627	0.0926
4	7	0.03615	0.1018
8	7	0.03591	0.1108
6	7	0.03456	0.1587
3	7	0.03218	0.2099
7	7	0.03014	0.2848
9	7	0.01524	1.0000
8	2	0.06818	0.0260
0	2	0.04355	0.0716
1	2	0.03778	0.0982
4	2	0.03649	0.1083
2	2	0.03536	0.1160
7	2	0.02899	0.2146
3	2	0.02750	0.2782
6	2	0.02672	0.3271
5	2	0.02637	0.3510
9	2	0.01082	1.0000
