# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	2638960	1908446	10283803	21402833	30944384	7755696	6179740	16845509	11044705	11034719	29	120038824
1	4322874	6069422	2892918	5402482	3057710	34984592	22595738	8967774	9922500	3964216	68	102180294
2	142040985	541807305	91213068	166299396	48994261	87758407	47896523	123622198	109092923	105433827	176	1464159069
3	17187742	5710590	11266214	8649054	9450667	9347798	5435642	12729740	46703833	5745881	45	132227206
4	7495080	6948461	20536476	11353756	6736354	14900274	6422678	45180709	28783061	14617529	12	162974390
5	3960812	12723954	6774540	40375863	11628788	10340858	5469645	9312961	7691363	15671293	0	123950077
6	6675694	21010244	53753784	16126342	11832542	42546090	23668223	25810182	14246666	17091346	19	232761132
7	35659363	7911370	8005330	11804708	2444205	24760475	7414456	14588591	11527762	10499828	31	134616119
8	546350	447132	7556183	20194366	13441962	2715856	9423985	2260086	2844340	2013310	0	61443570
9	82879636	21696750	89144646	14381928	11774906	27528862	13057252	22218098	43860080	40695370	68	367237596
