label	group	precision	recall
4	4	0.3286	0.347
8	4	0.2819	0.497
2	4	0.2640	0.558
3	4	0.2335	0.601
5	4	0.2048	0.657
6	4	0.1703	0.734
1	4	0.1366	0.861
9	4	0.1219	0.923
7	4	0.1100	0.984
0	4	0.1071	1.000
5	5	0.2147	0.315
3	5	0.1545	0.391
1	5	0.0964	0.688
2	5	0.0926	0.736
7	5	0.0753	0.838
9	5	0.0639	0.898
4	5	0.0569	0.940
8	5	0.0530	0.962
6	5	0.0479	0.991
0	5	0.0463	1.000
6	6	0.6918	0.407
4	6	0.5311	0.611
8	6	0.4428	0.677
0	6	0.4062	0.707
7	6	0.3207	0.793
9	6	0.2717	0.855
5	6	0.2538	0.885
2	6	0.2451	0.900
1	6	0.2073	0.981
3	6	0.2008	1.000
7	7	0.4852	0.437
5	7	0.4223	0.555
2	7	0.3816	0.589
3	7	0.3426	0.632
8	7	0.2961	0.684
1	7	0.2250	0.814
9	7	0.2010	0.894
4	7	0.1830	0.941
6	7	0.1679	0.985
0	7	0.1633	1.000
8	8	0.1320	0.210
2	8	0.1315	0.311
3	8	0.1202	0.409
5	8	0.1050	0.506
9	8	0.0849	0.650
4	8	0.0766	0.768
7	8	0.0648	0.848
1	8	0.0541	0.949
6	8	0.0493	0.988
0	8	0.0479	1.000
9	9	0.2964	0.418
3	9	0.2726	0.524
5	9	0.2257	0.593
2	9	0.2079	0.626
8	9	0.1822	0.693
1	9	0.1435	0.863
0	9	0.1364	0.880
7	9	0.1174	0.937
4	9	0.1065	0.974
6	9	0.0964	1.000
3	3	0.1876	0.283
1	3	0.0771	0.620
2	3	0.0725	0.666
5	3	0.0652	0.733
9	3	0.0558	0.860
8	3	0.0507	0.899
4	3	0.0442	0.937
7	3	0.0379	0.974
6	3	0.0339	0.994
0	3	0.0327	1.000
2	2	0.1733	0.238
1	2	0.0608	0.561
4	2	0.0525	0.704
3	2	0.0499	0.759
5	2	0.0468	0.829
8	2	0.0435	0.893
9	2	0.0365	0.931
7	2	0.0313	0.969
0	2	0.0301	0.977
6	2	0.0271	1.000
1	1	0.4611	0.869
2	1	0.4005	0.886
3	1	0.3427	0.908
5	1	0.2870	0.932
4	1	0.2237	0.950
9	1	0.1775	0.967
7	1	0.1457	0.983
0	1	0.1385	0.986
8	1	0.1273	0.992
6	1	0.1132	1.000
0	0	0.6780	0.173
9	0	0.4217	0.455
7	0	0.3352	0.660
8	0	0.3141	0.763
6	0	0.2679	0.842
4	0	0.2341	0.896
5	0	0.2169	0.919
2	0	0.2087	0.932
3	0	0.1985	0.946
1	0	0.1652	1.000
