label	group	precision	recall
5	1	0.2719	0.0606
8	1	0.2653	0.0884
2	1	0.2362	0.7002
0	1	0.2351	0.7477
4	1	0.2307	0.8013
6	1	0.2226	0.8662
3	1	0.2174	0.8975
7	1	0.2120	0.9268
1	1	0.2070	0.9429
9	1	0.1918	1.0000
1	4	0.2600	0.0931
6	4	0.2000	0.2349
7	4	0.1881	0.3096
8	4	0.1818	0.3386
5	4	0.1696	0.3894
3	4	0.1592	0.4395
4	4	0.1487	0.4954
9	4	0.1318	0.6087
0	4	0.1275	0.6425
2	4	0.0983	1.0000
7	7	0.1524	0.0768
5	7	0.1421	0.1375
9	7	0.1250	0.2925
0	7	0.1221	0.3406
4	7	0.1190	0.4044
1	7	0.1174	0.4438
6	7	0.1142	0.5314
3	7	0.1128	0.5806
2	7	0.0926	0.9841
8	7	0.0921	1.0000
9	2	0.1015	0.2226
2	2	0.0736	0.8047
7	2	0.0722	0.8483
3	2	0.0710	0.8903
5	2	0.0687	0.9124
4	2	0.0659	0.9390
1	2	0.0643	0.9550
6	2	0.0607	0.9855
0	2	0.0588	0.9968
8	2	0.0577	1.0000
9	0	0.1881	0.2005
6	0	0.1816	0.3163
4	0	0.1741	0.3855
3	0	0.1672	0.4344
8	0	0.1640	0.4554
2	0	0.1261	0.8858
0	0	0.1246	0.9191
7	0	0.1228	0.9534
5	0	0.1212	0.9847
1	0	0.1187	1.0000
2	6	0.1179	0.7110
5	6	0.1163	0.7607
7	6	0.1115	0.7911
0	6	0.1077	0.8175
3	6	0.1038	0.8449
6	6	0.0977	0.8888
8	6	0.0961	0.8988
4	6	0.0923	0.9251
9	6	0.0853	0.9839
1	6	0.0837	1.0000
4	3	0.1684	0.0815
9	3	0.1460	0.2299
6	3	0.1401	0.3174
2	3	0.1265	0.8370
3	3	0.1257	0.8807
7	3	0.1240	0.9188
0	3	0.1227	0.9525
1	3	0.1205	0.9724
5	3	0.1175	0.9911
8	3	0.1160	1.0000
3	5	0.1906	0.0954
4	5	0.1489	0.1664
9	5	0.1273	0.3193
2	5	0.0979	0.7881
0	5	0.0969	0.8245
7	5	0.0958	0.8640
5	5	0.0947	0.8982
6	5	0.0927	0.9607
1	5	0.0918	0.9874
8	5	0.0910	1.0000
1	9	0.2530	0.0753
7	9	0.2139	0.1475
9	9	0.1597	0.2810
6	9	0.1472	0.3588
2	9	0.1228	0.8228
3	9	0.1220	0.8642
4	9	0.1210	0.9147
0	9	0.1203	0.9515
5	9	0.1196	0.9895
8	9	0.1183	1.0000
8	8	0.2175	0.1424
0	8	0.1713	0.3312
1	8	0.1259	0.3806
5	8	0.0989	0.4296
2	8	0.0416	0.8299
3	8	0.0402	0.8582
6	8	0.0380	0.9061
7	8	0.0367	0.9267
9	8	0.0336	0.9791
4	8	0.0323	1.0000
