label	group	precision	recall
8	9	0.3674	0.0217
1	9	0.3250	0.1286
2	9	0.2980	0.1634
9	9	0.2674	0.2314
3	9	0.1468	0.9400
4	9	0.1456	0.9500
7	9	0.1397	0.9884
5	9	0.1376	0.9952
0	9	0.1369	0.9971
6	9	0.1359	1.0000
9	8	0.1645	0.0932
7	8	0.1280	0.1979
1	8	0.1213	0.2604
5	8	0.1184	0.2882
2	8	0.1138	0.3081
3	8	0.0773	0.9747
8	8	0.0772	0.9814
4	8	0.0768	0.9928
0	8	0.0766	0.9973
6	8	0.0760	1.0000
6	7	0.5148	0.0350
1	7	0.3301	0.1252
7	7	0.2981	0.2640
2	7	0.2858	0.2936
0	7	0.2824	0.3030
8	7	0.2783	0.3137
3	7	0.1530	0.9561
4	7	0.1519	0.9664
9	7	0.1487	0.9897
5	7	0.1470	1.0000
4	6	0.5937	0.0846
5	6	0.5433	0.1775
6	6	0.4965	0.2042
7	6	0.3137	0.3266
9	6	0.2811	0.3951
8	6	0.2758	0.4064
0	6	0.2702	0.4134
1	6	0.2389	0.4579
3	6	0.1192	0.9873
2	6	0.1182	1.0000
3	5	0.0790	0.8763
7	5	0.0776	0.9460
2	5	0.0772	0.9654
0	5	0.0768	0.9678
1	5	0.0740	0.9829
6	5	0.0734	0.9854
5	5	0.0720	0.9898
9	5	0.0694	0.9972
4	5	0.0683	0.9997
8	5	0.0678	1.0000
9	4	0.2034	0.0775
7	4	0.2032	0.2113
5	4	0.2025	0.2497
3	4	0.1216	0.9597
4	4	0.1208	0.9716
0	4	0.1203	0.9749
2	4	0.1186	0.9826
1	4	0.1148	0.9979
6	4	0.1138	0.9992
8	4	0.1130	1.0000
3	3	0.0592	0.9032
1	3	0.0585	0.9462
9	3	0.0568	0.9676
8	3	0.0564	0.9698
4	3	0.0555	0.9740
2	3	0.0545	0.9791
5	3	0.0534	0.9839
7	3	0.0501	0.9984
0	3	0.0498	0.9994
6	3	0.0494	1.0000
3	2	0.0443	0.8946
7	2	0.0427	0.9472
0	2	0.0426	0.9517
9	2	0.0415	0.9755
2	2	0.0408	0.9829
5	2	0.0402	0.9898
1	2	0.0386	0.9976
4	2	0.0380	0.9995
6	2	0.0376	0.9998
8	2	0.0373	1.0000
3	1	0.2819	0.9953
0	1	0.2795	0.9955
2	1	0.2722	0.9961
7	1	0.2489	0.9979
5	1	0.2429	0.9984
1	1	0.2310	0.9992
9	1	0.2208	0.9997
4	1	0.2171	0.9999
8	1	0.2153	1.0000
6	1	0.2132	1.0000
0	0	0.4613	0.0731
2	0	0.3254	0.2119
8	0	0.2918	0.2456
9	0	0.1814	0.3379
4	0	0.1628	0.3684
6	0	0.1545	0.3861
1	0	0.1250	0.4480
7	0	0.0992	0.5305
5	0	0.0946	0.5545
3	0	0.0422	1.0000
