# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	5341600	28913972	7126117	22110830	7520540	10620730	14335024	6177640	3312080	5544960	31	111003524
1	12606511	27689351	4574036	8389560	7796619	50459160	49983340	10628411	6140600	9472733	0	187740321
2	49901154	46727368	17717754	123120685	392436852	66728970	86115215	86871998	17631514	24541271	309	911793090
3	15973930	10783610	1222144	21652472	37609036	33353160	26317560	35371066	10185091	9369610	51	201837730
4	13097679	15997578	5373961	67315203	17370819	15796930	85238171	15405290	8201550	12735300	0	256532481
5	16001757	19594126	6523993	41726392	16168560	47585591	38155204	88093192	10907090	12873425	0	297629330
6	28884020	48184724	1225130	13773646	38638915	13167730	16919319	43787689	7390300	9311908	52	221283433
7	2470000	7563484	26138059	22099506	3384423	7006450	17545410	4895830	8180380	4790430	51	104074023
8	17294111	26093370	6174369	25612371	131459444	114120741	54429141	57564982	12978211	17650904	31	463377675
9	8392867	9612158	1287910	6382490	9568693	8322650	17743854	6247421	18822250	46099337	0	132479630
