label	group	precision	recall
8	9	0.1430	0.0418
4	9	0.1131	0.1045
1	9	0.0886	0.1484
5	9	0.0805	0.1835
9	9	0.0662	0.2440
3	9	0.0567	0.2775
7	9	0.0436	0.3625
2	9	0.0392	0.4189
6	9	0.0271	0.6916
0	9	0.0229	1.0000
5	1	0.0833	0.0547
8	1	0.0768	0.0749
1	1	0.0657	0.1175
3	1	0.0543	0.1684
4	1	0.0504	0.1909
9	1	0.0451	0.2396
7	1	0.0376	0.3392
2	1	0.0352	0.4077
6	1	0.0249	0.6896
0	1	0.0211	1.0000
6	8	0.1423	0.3576
7	8	0.1415	0.4371
2	8	0.1408	0.4912
0	8	0.1377	0.9017
3	8	0.1373	0.9269
9	8	0.1369	0.9562
1	8	0.1366	0.9718
5	8	0.1362	0.9831
4	8	0.1359	0.9948
8	8	0.1356	1.0000
2	3	0.1593	0.0623
7	3	0.1592	0.1517
9	3	0.1574	0.1865
3	3	0.1560	0.2160
4	3	0.1553	0.2312
1	3	0.1546	0.2492
6	3	0.1449	0.5894
0	3	0.1391	0.9811
5	3	0.1390	0.9941
8	3	0.1388	1.0000
3	7	0.1059	0.0379
9	7	0.1053	0.0814
5	7	0.1048	0.0998
1	7	0.1039	0.1221
7	7	0.1018	0.2223
2	7	0.1009	0.2911
8	7	0.1007	0.2992
4	7	0.1003	0.3167
6	7	0.0842	0.6365
0	7	0.0774	1.0000
3	0	0.0498	0.0472
5	0	0.0488	0.0695
8	0	0.0483	0.0799
4	0	0.0474	0.1020
1	0	0.0463	0.1268
9	0	0.0451	0.1732
7	0	0.0433	0.2823
2	0	0.0425	0.3566
6	0	0.0331	0.6643
0	0	0.0292	1.0000
3	2	0.0861	0.0389
9	2	0.0827	0.0809
7	2	0.0809	0.1824
2	2	0.0805	0.2529
1	2	0.0804	0.2751
4	2	0.0802	0.2934
5	2	0.0800	0.3108
8	2	0.0798	0.3187
6	2	0.0672	0.6432
0	2	0.0612	1.0000
3	6	0.1157	0.0351
9	6	0.1137	0.0747
7	6	0.1120	0.1696
2	6	0.1114	0.2351
1	6	0.1111	0.2553
5	6	0.1108	0.2715
4	6	0.1105	0.2882
8	6	0.1101	0.2955
6	6	0.0964	0.6193
0	6	0.0911	1.0000
5	4	0.0713	0.0300
3	4	0.0652	0.0822
8	4	0.0647	0.0947
1	4	0.0610	0.1212
4	4	0.0588	0.1427
9	4	0.0553	0.1882
7	4	0.0511	0.2951
2	4	0.0492	0.3654
6	4	0.0371	0.6589
0	4	0.0329	1.0000
0	5	0.4457	0.4750
6	5	0.4300	0.8351
2	5	0.4203	0.8748
7	5	0.4076	0.9301
9	5	0.4026	0.9522
3	5	0.3979	0.9694
4	5	0.3956	0.9784
1	5	0.3929	0.9890
5	5	0.3904	0.9967
8	5	0.3891	1.0000
