label	group	precision	recall
2	5	0.3598	0.297
8	5	0.3213	0.517
6	5	0.2844	0.572
0	5	0.2341	0.665
3	5	0.2048	0.759
4	5	0.1944	0.801
9	5	0.1775	0.841
7	5	0.1610	0.887
5	5	0.1479	0.922
1	5	0.1259	1.000
3	0	0.5186	0.308
7	0	0.4040	0.454
1	0	0.2939	0.676
2	0	0.2721	0.781
9	0	0.2604	0.858
4	0	0.2478	0.887
8	0	0.2245	0.924
0	0	0.2047	0.959
5	0	0.1903	0.986
6	0	0.1832	1.000
6	9	0.4405	0.405
4	9	0.2673	0.496
9	9	0.1815	0.593
2	9	0.1331	0.685
3	9	0.1073	0.763
5	9	0.0935	0.818
8	9	0.0822	0.866
7	9	0.0741	0.910
1	9	0.0603	0.976
0	9	0.0553	1.000
5	6	0.2822	0.301
6	6	0.2353	0.391
8	6	0.1923	0.543
9	6	0.1658	0.620
2	6	0.1435	0.713
4	6	0.1355	0.755
1	6	0.1062	0.862
3	6	0.0974	0.915
7	6	0.0910	0.959
0	6	0.0850	1.000
9	7	0.1539	0.192
1	7	0.1082	0.508
0	7	0.0995	0.633
2	7	0.0931	0.746
8	7	0.0861	0.826
5	7	0.0792	0.874
4	7	0.0757	0.898
7	7	0.0702	0.942
6	7	0.0677	0.963
3	7	0.0627	1.000
7	2	0.3801	0.283
0	2	0.3459	0.536
2	2	0.2790	0.655
1	2	0.2067	0.828
8	2	0.1874	0.892
5	2	0.1700	0.927
9	2	0.1568	0.949
3	2	0.1418	0.978
6	2	0.1359	0.990
4	2	0.1302	1.000
5	4	0.3895	0.369
0	4	0.2780	0.568
9	4	0.2265	0.648
8	4	0.1814	0.706
3	4	0.1524	0.767
7	4	0.1357	0.820
2	4	0.1228	0.876
4	4	0.1173	0.901
6	4	0.1123	0.922
1	4	0.0955	1.000
4	3	0.4386	0.483
3	3	0.1879	0.642
8	3	0.1315	0.724
9	3	0.1100	0.788
6	3	0.0994	0.819
1	3	0.0703	0.902
7	3	0.0624	0.930
5	3	0.0566	0.952
2	3	0.0514	0.977
0	3	0.0471	1.000
1	1	0.4214	0.650
8	1	0.3303	0.742
3	1	0.2638	0.798
0	1	0.2253	0.850
9	1	0.2043	0.885
7	1	0.1845	0.927
6	1	0.1758	0.947
5	1	0.1604	0.968
4	1	0.1529	0.979
2	1	0.1399	1.000
9	8	0.2099	0.218
0	8	0.1642	0.399
8	8	0.1523	0.569
7	8	0.1304	0.656
5	8	0.1178	0.734
4	8	0.1122	0.776
3	8	0.1000	0.837
1	8	0.0839	0.943
6	8	0.0812	0.967
2	8	0.0752	1.000
