# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	18609165	21062851	95288424	3125540	55055290	34065495	10122889	22724232	39472630	3880900	80	303407496
1	118239728	263882937	65322288	11242728	21523063	28640396	26287985	57419548	23148653	10526270	78	626233674
2	55413663	8457739	44972967	3397460	15500743	108448072	22694660	20637780	7141770	14762108	0	301426962
3	163881152	22750760	10655810	21685457	16924890	34337968	13200405	6719170	13240700	12594416	0	315990728
4	15335714	4598790	3817570	65930848	6811512	14998749	10540427	4449715	9208120	14614334	0	150305779
5	14355286	8332710	13308400	3082991	102307201	12646570	74113390	8742380	17059120	8690860	0	262638908
6	7425858	8330803	4610644	4273018	5939940	20315243	22418059	3887140	5368215	64994962	0	147563882
7	77521286	16989530	107019748	3817970	14783198	16697123	10734500	7857420	18931443	7183630	0	281535848
8	19789853	37298163	24392212	11285882	16098020	80221425	37293399	14469462	37159672	7709110	35	285717233
9	41080094	14235944	8377439	8728176	22198480	14866100	19172312	34902786	47587907	15618081	0	226767319
