label	group	precision	recall
3	9	0.1861	0.0988
1	9	0.1553	0.1115
4	9	0.1473	0.1163
9	9	0.0596	0.9694
6	9	0.0590	0.9832
0	9	0.0585	0.9903
8	9	0.0583	0.9911
7	9	0.0561	0.9987
5	9	0.0555	1.0000
2	9	0.0553	1.0000
9	8	0.0242	0.9426
6	8	0.0239	0.9565
7	8	0.0234	0.9809
1	8	0.0232	0.9853
3	8	0.0228	0.9965
8	8	0.0227	0.9970
5	8	0.0224	0.9986
0	8	0.0222	0.9998
4	8	0.0221	1.0000
2	8	0.0220	1.0000
6	7	0.3968	0.1467
0	7	0.3026	0.1784
8	7	0.2843	0.1864
2	7	0.2698	0.1916
3	7	0.1959	0.2317
1	7	0.1819	0.2454
9	7	0.0632	0.9549
7	7	0.0625	0.9897
5	7	0.0623	0.9983
4	7	0.0622	1.0000
7	6	0.4795	0.1793
5	6	0.4640	0.2184
1	6	0.4543	0.2532
2	6	0.4410	0.2583
6	6	0.3665	0.2853
8	6	0.3567	0.2899
9	6	0.1227	0.9805
3	6	0.1210	0.9969
4	6	0.1206	0.9977
0	6	0.1192	1.0000
8	5	0.5125	0.0604
2	5	0.4842	0.1037
6	5	0.2313	0.2018
0	5	0.2045	0.2585
7	5	0.1500	0.3811
5	5	0.1393	0.4001
1	5	0.1305	0.4135
9	5	0.0358	0.9921
3	5	0.0350	0.9992
4	5	0.0349	1.0000
3	4	0.5753	0.1542
0	4	0.5712	0.2243
4	4	0.5680	0.2437
1	4	0.5079	0.2658
7	4	0.3834	0.3565
6	4	0.3377	0.3848
8	4	0.3298	0.3883
9	4	0.1106	0.9935
5	4	0.1100	0.9998
2	4	0.1097	1.0000
5	3	0.3909	0.1669
4	3	0.3772	0.2166
2	3	0.3572	0.2495
1	3	0.2711	0.2930
0	3	0.2136	0.3388
3	3	0.1444	0.3858
8	3	0.1381	0.3902
6	3	0.1128	0.4144
7	3	0.0835	0.4445
9	3	0.0270	1.0000
9	2	0.5868	0.9988
1	2	0.5799	0.9990
8	2	0.5772	0.9990
6	2	0.5625	0.9993
3	2	0.5447	0.9996
7	2	0.5198	0.9999
5	2	0.5137	1.0000
0	2	0.5066	1.0000
4	2	0.5046	1.0000
2	2	0.5029	1.0000
7	1	0.1023	0.1173
6	1	0.0817	0.1420
9	1	0.0409	0.9718
5	1	0.0408	0.9810
8	1	0.0407	0.9838
1	1	0.0405	0.9896
3	1	0.0396	0.9987
0	1	0.0391	0.9998
2	1	0.0390	0.9999
4	1	0.0389	1.0000
8	0	0.0650	0.0096
6	0	0.0577	0.0562
9	0	0.0306	0.9697
1	0	0.0304	0.9759
3	0	0.0298	0.9871
7	0	0.0287	0.9977
2	0	0.0286	0.9980
0	0	0.0283	0.9993
4	0	0.0282	0.9995
5	0	0.0279	1.0000
