label	group	precision	recall
3	9	0.1473	0.0772
8	9	0.1354	0.0881
9	9	0.1075	0.1355
1	9	0.0992	0.1573
7	9	0.0822	0.2521
4	9	0.0805	0.2687
2	9	0.0745	0.3253
5	9	0.0733	0.3394
6	9	0.0606	0.6720
0	9	0.0528	1.0000
3	8	0.0836	0.0643
8	8	0.0825	0.0789
7	8	0.0590	0.1848
2	8	0.0553	0.2564
9	8	0.0539	0.2982
5	8	0.0533	0.3157
1	8	0.0522	0.3338
4	8	0.0513	0.3488
6	8	0.0411	0.6690
0	8	0.0359	1.0000
2	7	0.3026	0.1335
7	7	0.2037	0.2193
6	7	0.1422	0.5471
0	7	0.1302	0.9403
1	7	0.1292	0.9513
3	7	0.1276	0.9681
9	7	0.1257	0.9868
8	7	0.1253	0.9904
5	7	0.1244	0.9972
4	7	0.1229	1.0000
4	6	0.2899	0.0298
3	6	0.2778	0.0831
8	6	0.2757	0.0956
1	6	0.2605	0.1220
5	6	0.2528	0.1433
7	6	0.2144	0.2404
9	6	0.2011	0.2715
0	6	0.1518	0.6516
6	6	0.1436	0.9640
2	6	0.1409	1.0000
9	5	0.2217	0.0561
1	5	0.2199	0.0854
5	5	0.2108	0.1048
7	5	0.1879	0.2088
0	5	0.1536	0.6717
2	5	0.1504	0.7221
8	5	0.1499	0.7273
6	5	0.1295	0.9758
3	5	0.1281	0.9931
4	5	0.1271	1.0000
0	4	0.3321	0.6009
6	4	0.2855	0.9411
2	4	0.2729	0.9641
3	4	0.2663	0.9728
7	4	0.2477	0.9894
9	4	0.2407	0.9954
4	4	0.2375	0.9969
5	4	0.2344	0.9982
8	4	0.2329	0.9987
1	4	0.2292	1.0000
4	3	0.2336	0.0277
9	3	0.2085	0.0798
7	3	0.1925	0.1969
6	3	0.1539	0.5875
1	3	0.1529	0.6053
3	3	0.1510	0.6321
2	3	0.1457	0.6744
0	3	0.1228	0.9860
5	3	0.1223	0.9962
8	3	0.1220	1.0000
8	2	0.2019	0.0505
4	2	0.1645	0.1299
1	2	0.1325	0.1896
5	2	0.1107	0.2157
9	2	0.0865	0.2723
7	2	0.0587	0.3561
6	2	0.0376	0.7058
0	2	0.0284	0.9722
3	2	0.0280	0.9871
2	2	0.0268	1.0000
5	1	0.2327	0.0386
1	1	0.1662	0.0618
6	1	0.1120	0.4988
2	1	0.1102	0.5622
9	1	0.1086	0.5962
4	1	0.1080	0.6113
7	1	0.1049	0.6917
8	1	0.1046	0.6986
3	1	0.1031	0.7226
0	1	0.0835	1.0000
2	0	0.0871	0.0803
6	0	0.0738	0.4953
9	0	0.0736	0.5344
3	0	0.0731	0.5654
7	0	0.0714	0.6468
5	0	0.0709	0.6591
0	0	0.0598	0.9776
4	0	0.0595	0.9863
8	0	0.0593	0.9902
1	0	0.0589	1.0000
