# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	3524570	3909700	15356800	15207800	10445950	19900261	40313272	7527900	4445450	30980445	0	151612148
1	35677570	5291050	10384400	25052753	32006395	30835248	39163628	14701104	7151500	188586987	0	388850635
2	8924992	2618900	1664450	13917667	41077682	3742970	5412850	2679585	1027077	11710289	0	92776462
3	3540300	8503500	6255350	19704750	9256550	50884651	8396150	11214250	44607813	17707050	0	180070364
4	56687426	692600	682950	4013450	5041250	6215933	1886200	2339000	2748150	16076201	0	96383160
5	42571422	9834826	3097904	130895073	21217846	17507076	6252500	6567786	4370448	16207912	0	258522793
6	2400012	28345700	3128300	26950477	7383650	11417400	5700550	7531450	5832600	9150371	0	107840510
7	1125750	5089150	13857600	7740850	2951850	9169400	10360100	9499500	7653059	7339950	0	74787209
8	24625241	5724339	5571550	28465851	145990415	130893650	8724600	9509950	26083279	26249250	0	411838125
9	27360076	44065935	49441979	68019185	35415086	63986730	60930916	623065045	68718779	81101700	0	1122105431
