label	group	precision	recall
3	8	0.2477	0.258
7	8	0.2051	0.303
8	8	0.1175	0.454
9	8	0.0822	0.852
6	8	0.0806	0.886
0	8	0.0768	0.911
4	8	0.0746	0.927
1	8	0.0660	0.969
5	8	0.0615	0.994
2	8	0.0598	1.000
6	1	0.2628	0.248
7	1	0.1831	0.293
3	1	0.1156	0.368
9	1	0.0579	0.754
5	1	0.0550	0.840
2	1	0.0536	0.863
0	1	0.0515	0.897
8	1	0.0450	0.948
1	1	0.0407	0.994
4	1	0.0395	1.000
9	7	0.5553	0.897
7	7	0.5285	0.911
6	7	0.4906	0.921
3	7	0.4387	0.938
0	7	0.4026	0.948
1	7	0.3326	0.970
2	7	0.3193	0.973
5	7	0.2873	0.983
4	7	0.2770	0.986
8	7	0.2408	1.000
8	5	0.3178	0.380
3	5	0.3071	0.528
0	5	0.2712	0.585
7	5	0.2577	0.612
6	5	0.2400	0.645
1	5	0.1925	0.735
5	5	0.1720	0.785
4	5	0.1658	0.803
9	5	0.1221	0.989
2	5	0.1194	1.000
7	2	0.1853	0.127
0	2	0.1290	0.267
9	2	0.0583	0.719
3	2	0.0555	0.776
6	2	0.0538	0.804
1	2	0.0486	0.899
2	2	0.0473	0.915
8	2	0.0418	0.965
5	2	0.0390	0.994
4	2	0.0379	1.000
5	3	0.5063	0.385
6	3	0.4308	0.464
2	3	0.3741	0.505
3	3	0.2995	0.563
7	3	0.2790	0.586
0	3	0.2477	0.631
8	3	0.1901	0.714
1	3	0.1608	0.788
9	3	0.1205	0.988
4	3	0.1178	1.000
4	0	0.5881	0.275
5	0	0.2797	0.481
2	0	0.2417	0.524
1	0	0.1720	0.697
8	0	0.1350	0.816
9	0	0.0826	0.949
0	0	0.0791	0.966
6	0	0.0767	0.977
3	0	0.0731	0.995
7	0	0.0716	1.000
2	4	0.4428	0.132
8	4	0.3707	0.602
1	4	0.2452	0.705
5	4	0.2086	0.773
0	4	0.1923	0.807
6	4	0.1829	0.831
4	4	0.1745	0.847
3	4	0.1614	0.877
7	4	0.1562	0.886
9	4	0.1077	1.000
1	9	0.4850	0.466
0	9	0.4063	0.542
4	9	0.3700	0.582
2	9	0.3390	0.611
3	9	0.2914	0.654
7	9	0.2767	0.672
6	9	0.2578	0.695
9	9	0.1638	0.895
8	9	0.1481	0.960
5	9	0.1404	1.000
0	6	0.2659	0.215
7	6	0.2238	0.271
1	6	0.1460	0.480
2	6	0.1345	0.509
9	6	0.0853	0.835
6	6	0.0835	0.865
3	6	0.0804	0.910
5	6	0.0743	0.943
8	6	0.0664	0.990
4	6	0.0649	1.000
