label	group	precision	recall
3	9	0.2858	0.1450
8	9	0.2243	0.6974
0	9	0.2106	0.7371
6	9	0.1435	0.8838
1	9	0.1406	0.8904
4	9	0.1341	0.9009
2	9	0.1293	0.9089
9	9	0.0946	0.9327
5	9	0.0610	0.9521
7	9	0.0322	1.0000
1	8	0.1525	0.1284
2	8	0.1418	0.3310
4	8	0.1166	0.4872
9	8	0.0437	0.7768
3	8	0.0389	0.7868
5	8	0.0188	0.8973
0	8	0.0182	0.9042
6	8	0.0151	0.9457
8	8	0.0131	0.9850
7	8	0.0067	1.0000
2	7	0.6401	0.0819
8	7	0.2417	0.2903
5	7	0.2064	0.7360
9	7	0.1828	0.8652
4	7	0.1800	0.8804
3	7	0.1751	0.8928
1	7	0.1731	0.8952
6	7	0.1466	0.9191
7	7	0.0791	0.9997
0	7	0.0781	1.0000
6	6	0.7748	0.1946
9	6	0.6504	0.3372
7	6	0.4475	0.8857
5	6	0.3841	0.9683
0	6	0.3808	0.9739
8	6	0.3552	0.9957
3	6	0.3499	0.9978
4	6	0.3461	0.9994
2	6	0.3428	0.9998
1	6	0.3409	1.0000
4	5	0.3513	0.3130
0	5	0.2106	0.3782
8	5	0.1030	0.8073
3	5	0.0930	0.8385
6	5	0.0612	0.9304
1	5	0.0599	0.9351
2	5	0.0575	0.9380
9	5	0.0417	0.9549
5	5	0.0269	0.9727
7	5	0.0139	1.0000
1	4	0.6087	0.2372
4	4	0.3717	0.4623
3	4	0.2866	0.6801
2	4	0.2312	0.7082
8	4	0.0876	0.7761
5	4	0.0410	0.8870
6	4	0.0337	0.9285
9	4	0.0284	0.9596
0	4	0.0277	0.9623
7	4	0.0145	1.0000
3	3	0.0861	0.0508
1	3	0.0826	0.0656
4	3	0.0715	0.0887
8	3	0.0520	0.2221
6	3	0.0463	0.3410
9	3	0.0436	0.4646
7	3	0.0312	0.8951
0	3	0.0311	0.9052
5	3	0.0278	0.9965
2	3	0.0277	1.0000
9	2	0.2372	0.3983
5	2	0.1161	0.5903
7	2	0.0645	0.9196
8	2	0.0609	0.9622
6	2	0.0573	0.9956
4	2	0.0567	0.9978
3	2	0.0558	0.9991
1	2	0.0555	0.9995
0	2	0.0548	0.9998
2	2	0.0542	1.0000
3	1	0.2147	0.2042
2	1	0.1745	0.2676
8	1	0.1165	0.7475
1	1	0.1139	0.7681
0	1	0.1084	0.8100
4	1	0.1016	0.8325
5	1	0.0494	0.9363
9	1	0.0394	0.9545
6	1	0.0330	0.9652
7	1	0.0172	1.0000
0	0	0.5836	0.0177
5	0	0.5633	0.2679
7	0	0.5507	0.9231
8	0	0.5183	0.9734
3	0	0.5093	0.9767
6	0	0.4658	0.9894
4	0	0.4599	0.9906
9	0	0.4211	0.9995
2	0	0.4171	0.9999
1	0	0.4147	1.0000
