# mode=bases
	0	1	2	3	4	5	6	7	8	9	none	total
0	21145734	2081663	53561	803049	115016	2610568	5525033	78861	133482	3686280	0	36233247
1	88918	1021624	61782	1177153	9906640	187085	184335	548871	2482624	616914	0	16275946
2	553644	3140741	30226	282682	1177137	117150	433370	18477910	3916673	735778	0	28865311
3	3916002	10125764	192106	4059847	9092914	1248176	2052236	2794319	194045	13477391	0	47152800
4	1468772	1112201	357267	1846923	9403159	12532200	1518032	3429603	3021272	980694	0	35670123
5	299699500	5148863	30079949	7291057	4633576	711571	81330498	100496154	2137050	1805227	0	533333445
6	15218991	528206	5220415	9497797	1730865	3680928	191586766	5384485	801697	13637630	0	247287780
7	784713505	1725219	51599763	34378224	1573826	1093609	539926291	18165469	290564	4454920	0	1437921390
8	60229495	23790326	6673715	10651300	2833543	17183399	21475956	46986529	759544	51357600	0	241941407
9	10627387	902845	62390295	9874129	1298278	676785	140352896	29137775	5598222	2212884	0	263071496
